Name,club,overall,player_positions
Jesse Lingard,Manchester United,68,"CAM, LM, LW"
Ryan Fraser,Bournemouth,68,"LM, RM"
Samuele Longo,Cagliari,68,ST
Axel Ngando,Stade Rennais FC,68,CAM
Alejandro Morozo,Venezuela,68,"CAM, LM, LW, RM"
Piotr Zieliński,Empoli,68,"CAM, CF"
Yannick Gerhardt,1. FC Köln,68,"CM, LM, LB"
Fuka Arthur Masuaku,Olympiacos CFP,68,"LB, LM, LWB"
Sven van Beek,Feyenoord,68,"CB, RB"
Jorge Luis Rojas Meza,Gimnasia y Esgrima La Plata,68,"RM, LM"
Juan Antonio Delgado Baeza,Colo-Colo,68,"LW, RW, ST"
António Manuel Fernandes Mendes,Vitória Guimarães,68,ST
Karl Darlow,Nottingham Forest,68,GK
Ivo Pękalski,BK Häcken,68,CM
Pontus Jansson,Torino,68,CB
Luke Hyam,Ipswich Town,68,"CM, CDM"
Nicolai Larsen,Aalborg BK,68,GK
Maxime Colin,RSC Anderlecht,68,RB
Gadji Celi Carmen Junior Tallo,Sporting Club de Bastia,68,"ST, LM, LW"
José Ignacio Peleteiro Ramallo,Brentford,68,"CAM, RM"
Oriol Rosell Argerich,Sporting CP,68,"CDM, CM"
Cristian  Ceballos Prieto,Tottenham Hotspur,68,"LW, RW"
Nouha Dicko,Wolverhampton Wanderers,68,ST
Dominique Heintz,1. FC Kaiserslautern,68,"CB, LB"
Fawaz Al Qarni,Al Ittihad,68,GK
Ádám Gyurcsó,Hungary,68,"ST, CF, RW"
Nikos Karelis,Panathinaikos FC,68,"LW, LM, ST"
Lévy Clément Madinda,RC Celta,68,"CDM, CM"
Tiago Filipe  Sousa Nóbrega Rodrigues,FC Porto,68,"CM, CAM"
Ricardo Sousa Esgaio,Sporting CP,68,"RB, RW"
Andrew Farrell,New England Revolution,68,"RB, CB"
Diego Laxalt,Empoli,68,"CM, CAM"
Lorenzo Enrique Reyes Vicencio,Real Betis,68,"CDM, CM"
Sonny Stevens,FC Twente,68,GK
Luís Manuel da Costa Silva,Gil Vicente FC,68,CM
Ebenezer Assifuah,FC Sion,68,"ST, RW, LW"
Kingsley Boateng,NAC Breda,68,"RW, ST"
長泽 和明,1. FC Köln,68,"RM, LM"
Warner Hahn,PEC Zwolle,68,GK
Fábio Santos Martins,SC Braga,68,"LW, RW"
Harmeet Singh,Molde FK,68,"CM, CDM"
Funso-King Ojo,FC Dordrecht,68,"CM, CDM"
Vegar Eggen Hedenstad,Eintracht Braunschweig,68,"RB, LB"
Fyodor Smolov,FC Ural Yekaterinburg,68,ST
Rasmus Jönsson,Aalborg BK,68,ST
André Hansen,Odds BK,68,GK
Michail Antonio,Nottingham Forest,68,"RM, LM, LW"
Omar Elabdellaoui,Olympiacos CFP,68,"RB, RM"
Alberto Perea Correoso,UE Llagostera,68,"RM, RW, LM"
Roland Varga,Hungary,68,"RW, ST"
석현준 玄铉俊,CD Nacional,68,ST
Írven Ávila,Peru,68,ST
Jack McInerney,Montreal Impact,68,ST
Juan Miguel Jiménez López,Málaga CF,68,"ST, RM"
Colin Coosemans,Waasland-Beveren,68,GK
Dmitriy Poloz,FC Rostov,68,"LW, LM, CAM"
Loïck Landre,Racing Club de Lens,68,"CB, RB"
Perry Kitchen,DC United,68,"CDM, CM"
Esmaël Ruti  Tavares Cruz da Silva Gonçalves,Rio Ave FC,68,ST
Alejandro Martínez Sánchez,Real Betis,68,LB
Mohamed Elyounoussi,Molde FK,68,"LM, RM, ST"
Adnane Tighadouini,NAC Breda,68,LW
Sammy Ameobi,Newcastle United,68,"LM, RM"
Paweł Wszołek,Sampdoria,68,"CAM, LM"
Patrick Rakovsky,1. FC Nürnberg,68,GK
Iñigo Ruiz de Galarreta Etxeberria,Real Zaragoza,68,"CAM, CDM"
Jorge Djaniny  Tavares Semedo,Santos Laguna,68,ST
Anastasios Lagos,Panathinaikos FC,68,"CDM, CM, CB"
Joseph Lopy,FC Sochaux-Montbéliard,68,CDM
Roger Martí Salvador,Real Valladolid CF,68,"ST, CF, LM"
Matheus Lima Magalhães,SC Braga,68,GK
Lars Veldwijk,Nottingham Forest,68,ST
Emil Forsberg,Malmö FF,68,LM
Abdul Rahman Baba,FC Augsburg,68,"LB, LM"
Sam Larsson,SC Heerenveen,68,LW
Rachid Ghezzal,Olympique Lyonnais,68,"LW, LM"
킴진수 金珍洙,TSG 1899 Hoffenheim,68,LB
Fabrice Fokobo,Sporting CP,68,"CB, CDM"
Alfonso Cristián Parot Rojas,Universidad Católica,68,"LB, CB"
Bobley Anderson Allègne,AD Alcorcón,68,"CAM, CF"
Jonathan Rodríguez Menéndez,Real Sporting de Gijón,68,"LM, LW"
Ricardo Guzmán Pereira Méndez,Universidad de Chile,68,"CM, CDM"
Emiliano Velázquez,Getafe CF,68,CB
Muhamed Keita,Lech Poznań,68,"LW, LM"
Felipe Mattioni Rohde,RCD Espanyol,68,"RB, RM"
Bernardo José Espinosa Zúñiga,Real Sporting de Gijón,68,CB
Yannis Salibur,Clermont Foot 63,68,LW
Mushagalusa Bakenga Joar Namugunga,Eintracht Braunschweig,68,ST
Fidel Francisco Martínez Tenorio,Leones Negros de la UdeG,68,"LW, ST"
윤석영 尹硕扬,Queens Park Rangers,68,LB
Roderick J. Gonçalves Miranda,Rio Ave FC,68,CB
Lasse Sobiech,FC St. Pauli,68,CB
Danny Batth,Wolverhampton Wanderers,68,CB
Chris Schuler,Real Salt Lake,68,CB
Aleksandr Kolomeytsev,Amkar Perm,68,"CM, CDM, CAM, LM"
Florentin Pogba,AS Saint-Étienne,68,"CB, CDM"
Simone Romagnoli,Carpi,68,CB
Danilo D'Ambrosio,Inter,68,"LM, RM, LB"
Marc Rzatkowski,FC St. Pauli,68,"CAM, RM, LM, CM"
Fernando Canesín Matos,KV Oostende,68,"CAM, RM"
Sylvester Igboun,FC Midtjylland,68,"LM, ST, RM"
Sonny Kittel,Eintracht Frankfurt,68,"CAM, LM, RM"
Rui Miguel Teixeira Caetano,Gil Vicente FC,68,"LW, RW"
Gaëtan Bussmann,FC Metz,68,LB
Jakob Ankersen,Esbjerg fB,68,RM
Viktor Dorian Klonaridis,Panathinaikos FC,68,"LM, CAM, RM"
Rodrigo Ely,Avellino,68,CB
George Nyiko Maluleka,Kaizer Chiefs,68,"CAM, CM"
Ayanda Patosi,Sporting Lokeren,68,LM
Lesly de Sa,Go Ahead Eagles,68,RW
Antonio García Aranda,Levante UD,68,LB
Ondřej Petrák,1. FC Nürnberg,68,"CB, CDM"
Cristiano Pereira Figueiredo,Associação Académica de Coimbra,68,GK
Solomon Kvirkvelia,Rubin Kazan,68,"CB, LB"
Moussa Kone,Avellino,68,CM
Igor Vetokele,Charlton Athletic,68,"ST, RW"
Loret Sadiku,Mersin İdman Yurdu,68,"CB, CDM, CM"
Marten de Roon,SC Heerenveen,68,CM
Konstantinos Triantafyllopoulos,Panathinaikos FC,68,"CB, RB"
Rasmus Thelander,Aalborg BK,68,CB
Johannes Wurtz,SpVgg Greuther Fürth,68,"CAM, ST, LM, CF"
Rodolfo Pizarro,Pachuca,68,"RB, RWB, RW"
Nicolás Alejandro Tagliafico,Club Atlético Banfield,68,LB
Lisandro Magallán,Boca Juniors,68,CB
Israel Puerto Pineda,Villarreal CF,68,CB
José Ariel Núñez Portelli,Brøndby IF,68,"CAM, CF"
Hernâni Jorge Santos Fortes,Vitória Guimarães,68,"RM, LM"
Antoine Conte,Stade de Reims,68,"CB, RB"
Yerson Candelo Miranda,Deportivo Cali,68,"RB, RM"
Juan David Cabezas Núñez,Deportivo Cali,68,CDM
Yimmi Javier Chará Zamora,Deportes Tolima,68,"ST, RM"
Claudio Andrés Baeza Baeza,Colo-Colo,68,"CM, CDM"
Ruben Ignacio Farfan Arancibia,CD Antofagasta,68,RM
Deniz Türüç,Go Ahead Eagles,68,CM
Leonardo Gil,Club Olimpo,68,"CM, LM"
Nery Domínguez,Rosario Central,68,"CM, CDM"
Davide Zappacosta,Atalanta,68,"RM, RB"
Sebastián Toro,Colo-Colo,68,CB
Yuriy Gazinskiy,FC Krasnodar,68,"CDM, CM"
Jonathan Calleri,Boca Juniors,68,ST
Ezequiel Osvaldo Cerutti,Estudiantes de La Plata,68,ST
Marko Šćepović,RCD Mallorca,68,ST
Sezer Özmen,Çaykur Rizespor,68,CB
Felipe Gedoz da Conceição,Club Brugge KV,68,LW
Marcus Pedersen,SK Brann,68,ST
Robert Acquafresca,Bologna,68,ST
Granddi N'Goyi,Palermo,68,CDM
Eric Lichaj,Nottingham Forest,68,"RB, LB"
Matty James,Leicester City,68,CM
Güray Vural,Akhisar Belediyespor,68,"LM, LB"
Efetobore Ambrose Emuobo,Celtic,68,CB
Jorge Daniel Hernández Govea,Pachuca,68,"CM, CDM"
Steeven Joseph-Monrose,KRC Genk,68,LM
Mattias Johansson,AZ Alkmaar,68,RB
Benjamin Hübner,FC Ingolstadt 04,68,CB
Björn Bergmann Sigurðarson,Molde FK,68,"ST, RM"
Jasmin Burić,Lech Poznań,68,GK
Rodrigo Corrêa Dantas,Os Belenenses,68,"CAM, CM, CDM"
Sergio Padt,FC Groningen,68,GK
Dani Schahin,SC Freiburg,68,ST
Artur Yusupov,Dinamo Moscow,68,"CDM, CM"
Ben Marshall,Blackburn Rovers,68,"RM, LM"
Ruud Boymans,FC Utrecht,68,ST
Daniel Sanchez Ayala,Middlesbrough,68,CB
Craig Dawson,West Bromwich Albion,68,CB
Efe Halil Özarslan,Mersin İdman Yurdu,68,CB
Joao Robin Rojas Mendoza,Cruz Azul,68,"LM, CAM, RM, RW"
Joakim  Våge Nilsen,FK Haugesund,68,"CDM, LB, CAM"
Jorge Alejandro Zárate Careaga,Monarcas Morelia,68,LM
Miquel Nelom,Feyenoord,68,LB
Jerson Cabral,Willem II,68,"LW, RW"
Daniel Royer,FK Austria Wien,68,"LM, RM, LW, RW"
Mike te Wierik,Heracles Almelo,68,RB
Lukas Rupp,SC Paderborn 07,68,"RM, CAM, CM, LM"
Carles Planas Antolínez,RC Celta,68,"LB, CB"
Brecht Dejaegere,KAA Gent,68,"CM, CDM, CAM, RM"
Dominik Kaiser,RB Leipzig,68,"CAM, CM"
Taras Burlak,Rubin Kazan,68,CB
João Jimmy Plata Cotera,Real Salt Lake,68,ST
Apostolos Vellios,Lierse SK,68,ST
Ruben Ligeon,Ajax,68,RB
Willi Orban,1. FC Kaiserslautern,68,"CB, CDM, RB"
Mario Ángel Paglialunga,SD Ponferradina,68,"CM, CDM"
Silviu Lung,Romania,68,GK
Sokratis Dioudis,Club Brugge KV,68,GK
Steeve Yago,Toulouse Football Club,68,CB
Abel Issa Camará,Os Belenenses,68,ST
Magnus Eriksson,Malmö FF,68,ST
Jordan Adeoti,Stade Malherbe Caen,68,"CDM, CB"
Federico Ceccherini,Livorno,68,"CB, RB"
Esteban Ariel Saveljich,Racing Club,68,CB
Lehlogonolo Masalesa,Orlando Pirates,68,"CM, CDM"
Hugo Nervo,Arsenal de Sarandí,68,"RB, CB"
Federico Lértora,Godoy Cruz,68,CDM
Leonardo Jara,Estudiantes de La Plata,68,"RB, RM"
Damir Kreilach,1. FC Union Berlin,68,CDM
Franco Gabriel Mussis,Genoa,68,CM
Ramiro Ángel Carrera,Arsenal de Sarandí,68,"RM, LM"
Claudio Ezequiel Aquino,Godoy Cruz,68,CAM
Kevin Fabián Itabel,Club Atlético Tigre,68,"RM, CAM"
Salih Dursun,Trabzonspor,68,"RB, CDM, CB"
Elvis Kokalović,Atiker Konyaspor,68,"CB, RB"
Thabo  Qalinge,Orlando Pirates,68,"RM, LM, CAM"
David Cotterill,Birmingham City,68,"RM, LM"
Konstantinos Giannoulis,Olympiacos CFP,68,"LB, LWB"
Adil Chihi,Fulham,68,"RM, LM, CAM"
Gabriel Obertan,Newcastle United,68,"RM, LM"
Kim André Madsen,Strømsgodset IF,68,CB
Luigi Alberto Scaglia,Brescia,68,"LM, RM, CM, CF"
Rodolfo Salinas Ortiz,Santos Laguna,68,"CM, CDM, LM, RM"
Aleksandrs Cauņa,PFC CSKA Moscow,68,"CM, CDM, LM"
Jakob Johansson,IFK Göteborg,68,"CM, CDM"
Thorsten Kirschbaum,VfB Stuttgart,68,GK
송진형 宋金亨,Jeju United FC,68,"CAM, CDM, RM, CM"
Luigi Giorgi,Cesena,68,RM
Jacob Butterfield,Huddersfield Town,68,"CM, CAM"
Andy King,Leicester City,68,"CM, CAM"
Lynel Darcy Kitambala,Sporting de Charleroi,68,ST
Sloan Privat,Stade Malherbe Caen,68,ST
Pasquale Schiattarella,Spezia,68,RM
Andrea Catellani,Spezia,68,LW
Emmanuel Imorou,Stade Malherbe Caen,68,LB
Peter Pawlett,Aberdeen,68,"CAM, CM, RM"
Tunay Torun,Kasimpaşa SK,68,"LM, RM, CAM"
Maikon Fernando Souza Leite,Club Atlas,68,"ST, RW"
Lamine Gassama,FC Lorient,68,RB
Igor Armaş,Kuban Krasnodar,68,"CB, CDM"
Marcel Gaus,1. FC Kaiserslautern,68,"LM, LW"
Héctor Rodas Ramírez,Levante UD,68,CB
Joan Oriol Gracia,Blackpool,68,LB
Nassim Ben Khalifa,Grasshopper Club Zürich,68,"CF, ST, CAM"
Idrissa Sylla,SV Zulte-Waregem,68,ST
Juan Rafael Fuentes Hernández,RCD Espanyol,68,LB
Fransérgio Rodrigues Barbosa,Clube Sport Marítimo,68,CM
Diego Fabbrini,Watford,68,"CF, LW, RW"
Grégory Mertens,Sporting Lokeren,68,CB
Álvaro Arroyo Martínez,Getafe CF,68,"RB, CB"
Borja Gómez Pérez,CD Lugo,68,CB
Maikel Kieftenbeld,FC Groningen,68,"CM, CDM"
Marcelo Silva,UD Las Palmas,68,CB
Armando Zamorano,Monarcas Morelia,68,"CM, RM"
Darren Keet,KV Kortrijk,68,GK
Dave Bulthuis,1. FC Nürnberg,68,LB
Lenny Nangis,Stade Malherbe Caen,68,"LW, CAM, RW"
Enis Nadarevic,Trapani,68,"LW, ST"
Esteban Andrada,Arsenal de Sarandí,68,GK
Pedro K. Medina da Silva,Stade Rennais FC,68,"LM, RM"
Danny Verbeek,FC Utrecht,68,"RW, LW"
Matías Britos,U.N.A.M.,68,"ST, CAM"
Santiago Tréllez,Atlético Nacional,68,ST
Robert Berić,SK Rapid Wien,68,ST
Fernando Aristeguieta,FC Nantes,68,ST
Jonathan Ferrari,Atlético de Rafaela,68,CB
Charles Junior Monsalvo Peralta,Deportes Tolima,68,ST
Sebastián Pol,Audax Italiano,68,"ST, LW"
Godfrey Oboabona Itama,Çaykur Rizespor,68,"CB, RB"
Javier Andrés Sanguinetti,Boyacá Chicó FC,68,CAM
Uroš Matić,NAC Breda,68,CM
Marcelo Vidal,Independiente,68,CDM
João Pedro Pereira Silva,Palermo,68,ST
Gustavo Alberto Cristaldo Britez,CD Cobreloa,68,LM
Gustavo Toledo,Club Atlético Banfield,68,"RB, LB"
Jaílton Alves Miranda,Estoril Praia,68,"ST, RW"
Nemanja Radoja,RC Celta,68,"CDM, CB, RB"
Cédric Cambon,Évian Thonon Gaillard FC,68,"CB, CDM"
Oleksandr Iakovenko,Fiorentina,68,"RM, LM"
Martín Iván Bravo,Club León,68,"ST, LW, LM, CF"
James Troisi,SV Zulte-Waregem,68,"CAM, ST"
Mehmet Güven,Atiker Konyaspor,68,"CDM, CM"
Juan Ignacio Surraco Lamé,Livorno,68,"LW, RW"
Francesco Della Rocca,Palermo,68,CM
Aleandro Rosi,Genoa,68,"RM, RB"
Seth De Witte,KV Mechelen,68,"CDM, CB"
Tommaso Bianchi,Leeds United,68,"CM, CAM, RM"
Liam Trotter,Bolton Wanderers,68,"CM, CAM"
Julio César Nava García,Jaguares de Chiapas,68,"LM, LWB, CF"
Denis Petrić,ESTAC Troyes,68,GK
Brek Shea,Birmingham City,68,"LM, RM, CAM"
James Holland,FK Austria Wien,68,"CDM, CM"
Christopher Nöthe,FC St. Pauli,68,"ST, CF"
Israel Sabdi Jiménez Nañez,Club Tijuana,68,"RB, RWB, RM, LWB"
Sean Morrison,Cardiff City,68,CB
Benjamin Mokulu Tembe,Sporting Club de Bastia,68,ST
Rudy Gestede,Blackburn Rovers,68,ST
Alfred John Momar N'Diaye,Real Betis,68,"CDM, CB, CM"
Danny Latza,VfL Bochum 1848,68,"CDM, CM, LM"
Teemu Pukki,Brøndby IF,68,ST
Karim Laribi,Bologna,68,"LW, CM"
Préjuce Niguimbé Nakoulma,Mersin İdman Yurdu,68,"RM, LM, ST"
Parfait Mandanda,Sporting de Charleroi,68,GK
José Lionn Barbosa de Lucena,Rio Ave FC,68,RB
Adam  Sarota,FC Utrecht,68,CM
Florin Bérenguer,FC Sochaux-Montbéliard,68,LW
Adrián Javier Gunino Duque,Córdoba CF,68,RB
Serdar Gürler,Trabzonspor,68,"RW, LW"
Jhasmani Campos,Al Orobah,68,"CAM, LM"
Benjamin Leroy,Évian Thonon Gaillard FC,68,GK
Alexandre Henrique Gonçalves De Freitas,Vitória Guimarães,68,"LM, RM"
Jorge Enríquez García,Guadalajara,68,"CDM, CM"
Romain Amalfitano,Dijon FCO,68,"CAM, RW"
Alexander Gorgon,FK Austria Wien,68,"RW, RM, CAM"
Matías Aguirregaray Guruceaga,Estudiantes de La Plata,68,RB
Ilie Sánchez Farrés,TSV 1860 München,68,"CDM, CB, CM"
Yaya Alfa Soumahoro,KAA Gent,68,"LW, LM"
Marco Djuricin,SK Sturm Graz,68,ST
Giorgos Katsikas,PAOK,68,CB
Luis Silva,DC United,68,"CAM, CF"
Andrés Fabrício Romero,Montreal Impact,68,"LM, RM, CAM"
Luis Carlos Cardozo Espillaga,Monarcas Morelia,68,"CB, CDM"
Adamo Tena,Venezuela,68,"CAM, CM, RM, LM"
Geoffrey Malfleury,Le Havre AC,68,"ST, RW"
Daniel Buballa,FC St. Pauli,68,"LB, LM"
Alexander Szymanowski,Brøndby IF,68,"LM, CAM"
Romain Philippoteaux,Dijon FCO,68,"LW, RW"
Mohamed Ibrahim,Clube Sport Marítimo,68,"CAM, RW"
Deshorn Brown,Colorado Rapids,68,ST
Fáiner Torijano Cano,Deportivo Cali,68,CB
William Zapata Brand,Deportivo Pasto,68,LM
Nelson Alberto Barahona Collins,Alianza Petrolera,68,"CAM, RM"
Henry Matías Mier Codina,Santiago Wanderers,68,"LM, LW"
Dario Benedetto,Club Tijuana,68,"ST, CF"
Mohamed Amine Aoudia,FSV Frankfurt,68,ST
Boris Alexis Sagredo Romero,Deportivo Ñublense,68,CAM
Besart Abdurahimi,Sporting Lokeren,68,"RM, ST"
Davino Verhulst,Sporting Lokeren,68,GK
Serdar Özkan,Eskişehirspor,68,"LW, RW"
Ken Reichel,Eintracht Braunschweig,68,LB
Danilo Veron Bairros,Querétaro,68,"RM, RW"
Markus Suttner,FK Austria Wien,68,LB
Adam Hammill,Huddersfield Town,68,"RM, RWB"
Thomas Enevoldsen,Aalborg BK,68,LM
Gertjan De Mets,KV Kortrijk,68,"CDM, CM"
Brian Tømming Hamalainen,KRC Genk,68,LB
Derk Boerrigter,Celtic,68,LM
Lionel Ainsworth,Motherwell,68,"RM, LM"
Jason Pearce,Leeds United,68,CB
Julio César Domínguez Juárez,Cruz Azul,68,"CB, LB"
David N'Gog,Stade de Reims,68,ST
Magnus Lekven,Esbjerg fB,68,CM
Scott Arfield,Burnley,68,"RM, LM, CM"
Bruno Saúl Urribarri,River Plate,68,LB
Rydell Poepon,Valenciennes FC,68,ST
エスクデロ 競飛王,FC Seoul,68,"LM, ST, LW, CAM"
Gaetano Berardi,Leeds United,68,"RB, LB"
Dario Vidosic,FC Sion,68,"CAM, RW, LW, CF"
Shane Lowry,Leyton Orient,68,"CB, LB"
Christian Strohdiek,SC Paderborn 07,68,CB
David Hubert,Waasland-Beveren,68,"CDM, CM"
Jesús Alberto Dueñas Manzo,Tigres U.A.N.L.,68,"RB, CDM, CM, RM"
Abiola Adedeji Dauda,Vitesse,68,ST
Enrique Pérez Herrera,Club Atlas,68,"RB, CB"
David  Meyler,Hull City,68,"CM, LM"
Iain Vigurs,Motherwell,68,"LM, CM"
Michael Görlitz,FC St. Pauli,68,"RM, CM, LM"
Manuel  Castellano Castro,SD Eibar,68,"RB, LB"
Erik Falkenburg,NAC Breda,68,"CAM, ST, CM"
Adolph Joseph DeLaGarza,LA Galaxy,68,"CB, RB, LB"
Ivan Obradović,KV Mechelen,68,LB
Bruno Gabriel Soares,Fortuna Düsseldorf,68,CB
Lamar Neagle,Seattle Sounders FC,68,"LM, RM, ST"
Iñigo Pérez Soto,CD Numancia,68,"CDM, CM"
Dominik Stahl,TSV 1860 München,68,"CDM, CM"
Tim Ream,Bolton Wanderers,68,"CB, LB"
Luis Ángel Mendoza Escamilla,Club América,68,"RM, CM, RW"
Joe Benny Corona Crespín,Club Tijuana,68,"RM, CAM, CM, RW"
Christopher Glombard,Stade de Reims,68,"RB, RM"
Jaime Javier Ayoví Corozo,Godoy Cruz,68,ST
Benedikt Röcker,SpVgg Greuther Fürth,68,CB
Guido Pizarro,Tigres U.A.N.L.,68,"CM, CDM"
José María Martín,Colorado Rapids,68,"CDM, CM"
Jonathan Lopera Jiménez,Once Caldas,68,CB
Jonathan Esteban Álvarez Isaza,Envigado FC,68,"CAM, LM"
Henry Andrés Rojas Delgado,Alianza Petrolera,68,"CAM, LM"
Félix Enrique Noguera Collante,Deportes Tolima,68,LB
Jorge Andrés Aguirre Restrepo,Junior FC,68,"CAM, ST"
Alejandro Donatti,Rosario Central,68,CB
Jonathan Copete,Atlético Nacional,68,"ST, LM"
Fernando Márquez,Belgrano de Córdoba,68,ST
Will Johnson,Portland Timbers,68,"CM, CDM"
Edgar Bismarck Estuardo Andrade Rentería,Tiburones Rojos de Veracruz,68,"CAM, CM, LM, RM"
Alexandre Bonnet,Le Havre AC,68,LM
Yoni Buyens,Charlton Athletic,68,"CDM, CM"
Radosław Majewski,Huddersfield Town,68,"CAM, CM"
Steeven Langil,Royal Excel Mouscron,68,"LM, RM, RW, CAM"
Emanuele Terranova,Sassuolo,68,CB
Teddy Chevalier,KV Kortrijk,68,"ST, RM"
Lasse Vibe,IFK Göteborg,68,"ST, RM"
Mitchell Schet,ADO Den Haag,68,"RW, LW"
Salman Mohammed Al Faraj,Al Hilal,68,"CM, CDM, LM, LB"
Luis Alfonso Rodríguez Alanís,Jaguares de Chiapas,68,"RM, RWB"
Cristian Martínez Borja,Tiburones Rojos de Veracruz,68,"ST, CF"
Odaïr Junior Lopes Fortes,Stade de Reims,68,"RW, RM"
Daniel Davari,Grasshopper Club Zürich,68,GK
Michael de Leeuw,FC Groningen,68,"ST, CAM"
Armindo R. Mendes Furtado,Boavista FC,68,"LM, RM"
Sérgio Andrés Otálvaro Botero,Independiente Santa Fe,68,RB
Jhonny Alexander Vásquez Salazar,Junior FC,68,RB
Luciano Lollo,Racing Club,68,CB
Carlos Daniel Salom Zulema,Unión Española,68,ST
Ante Puljić,KAA Gent,68,CB
Kadir Keleş,Akhisar Belediyespor,68,"LB, LM"
Giovanni  Pasquale,Udinese,68,LM
Rudy Riou,Racing Club de Lens,68,GK
Roy Carroll,Notts County,68,GK
Adama Coulibaly,Valenciennes FC,68,CB
Manuele Blasi,Varese,68,"CDM, CM"
Manuel Pablo García Díaz,Deportivo de La Coruña,68,"RB, LB"
Enzo Maresca,Palermo,68,"CM, CDM"
Gianpaolo Bellini,Atalanta,68,"RB, LB"
Cristiano Lupatelli,Fiorentina,68,GK
Juan Pablo Ángel Arango,Atlético Nacional,68,ST
Teemu Tainio,Finland,68,"CDM, CM"
Danny Gabbidon,Cardiff City,68,CB
Raphaël Nuzzolo,BSC Young Boys,68,"LM, RM, LW"
Steven Hammell,Motherwell,68,"LB, RB"
Hans Henrik Andreasen,Esbjerg fB,68,"CM, CDM"
김남일 Nam Il Kim,Jeonbuk Hyundai Motors,68,"CDM, CM"
Carlos Manuel Bocanegra,Chivas USA,68,"CB, LB"
Kevin McNaughton,Bolton Wanderers,68,RB
Gaël Givet-Viaros,Évian Thonon Gaillard FC,68,CB
Keith Lasley,Motherwell,68,CM
Morten Rasmussen,FC Midtjylland,68,ST
Mustapha Oussalah,KAA Gent,68,"LM, LB"
Jan Dalgas Kristiansen,FC Vestsjælland,68,"CM, RM, LM"
Roberto Guana,Pescara,68,CM
Eddie Johnson,DC United,68,ST
Martin Ericsson,BK Häcken,68,CM
Jakob Bendix Uhd Poulsen,FC Midtjylland,68,CM
Jon Busch,San Jose Earthquakes,68,GK
Julio Álvarez Mosquera,CD Numancia,68,"CAM, CDM, RM"
Steve Harper,Hull City,68,GK
Paul  Konchesky,Leicester City,68,LB
Espen Bugge Pettersen,Molde FK,68,GK
Darius Henderson,Leyton Orient,68,ST
Gordon Greer,Brighton & Hove Albion,68,CB
Steven Caldwell,Toronto FC,68,CB
Stephen  Warnock,Leeds United,68,LB
Stefanos Kotsolis,Panathinaikos FC,68,GK
Conor Casey,Philadelphia Union,68,ST
Sergio Bernardo Almirón,Catania,68,"CM, CDM"
Benjamin Köhler,1. FC Union Berlin,68,"LM, CM"
Dennis Kruppke,Eintracht Braunschweig,68,"CAM, CF, RM"
Karel Geraerts,Sporting de Charleroi,68,"CM, CAM"
Michael Langer,Vålerenga Fotball,68,GK
Federico Agliardi,Cesena,68,GK
Deniz Dogan,Eintracht Braunschweig,68,CB
David Aganzo Méndez,CD Lugo,68,ST
Iván Hernández Soto,Real Sporting de Gijón,68,CB
Christofer Heimeroth,Borussia Mönchengladbach,68,GK
Ricardo  Fuller,Millwall,68,ST
Damien Perquis,Stade Malherbe Caen,68,GK
Mikkel Thygesen,Brøndby IF,68,"CM, CAM, CDM, RM"
Lukas Kruse,SC Paderborn 07,68,GK
Mahir Sağlık,SC Paderborn 07,68,"ST, CF, CAM"
Eric Benoit Matoukou,Lierse SK,68,"CB, RB"
Serkan Balcı,Mersin İdman Yurdu,68,"RB, RM"
Adem Koçak,Sivasspor,68,"CM, CDM"
Gunnar Heiðar Þorvaldsson,BK Häcken,68,ST
Daniel Örlund,Rosenborg BK,68,GK
Rubens Fernando Moedim,Juventus,68,GK
Michel Garbini Pereira,FC Dallas,68,"CDM, LB"
Gabriel Sebastian Tamaş,Watford,68,"CB, RB"
Alexandre Pazos Geijo,Udinese,68,"ST, CF"
이천수 Chun Soo Lee,Incheon United FC,68,"CAM, RM, RW, LM"
Paolo Bianco,Sassuolo,68,CB
Christophe Lepoint,KAA Gent,68,"CM, CB, CAM"
Nat Borchers,Real Salt Lake,68,CB
György Garics,Bologna,68,"RM, RB"
Kevin Stuhr-Ellegaard,IF Elfsborg,68,GK
Matthew Kilgallon,Blackburn Rovers,68,"CB, LB, RB"
Christian Terlizzi,Trapani,68,CB
Davide Succi,Cesena,68,ST
Tiago Henrique Damil Gomes,SC Braga,68,LB
Manuel José Azevedo Vieira,FC Paços de Ferreira,68,RM
Luis Ernesto Pérez Gómez,Jaguares de Chiapas,68,"CDM, CM, CAM"
Omar Bravo Tordecillas,Guadalajara,68,"LW, ST, RW"
Alessandro Cordaro,KV Mechelen,68,RM
John Sutton,Motherwell,68,ST
René Muzola Makondele,BK Häcken,68,LW
Mark-Jan Fledderus,Heracles Almelo,68,CM
César Fabián Delgado Godoy,Monterrey,68,"CAM, RW, CF"
Ardian Gashi,Odds BK,68,"CDM, CM"
Jake Buxton,Derby County,68,CB
Ross Wallace,Burnley,68,"RM, LM"
Reynald Lemaître,En Avant de Guingamp,68,"LB, LWB"
Israel Alejandro Damonte,Estudiantes de La Plata,68,CM
Milovan Petar Mirosevic Albornoz,Unión Española,68,"CAM, CM"
Román Fernando  Martínez,Estudiantes de La Plata,68,CM
Enrique Alberto Bologna Gómez,Club Atlético Banfield,68,GK
Martín Andrés Romagnoli,U.N.A.M.,68,"CDM, CM"
