Name,club,overall,player_positions
Remo Freuler,Atalanta,76,CM
Felix Klaus,VfL Wolfsburg,76,"RM, LM, LW"
Joel Nathaniel Campbell Samuels,Frosinone,76,"RW, LW, CAM"
Juan Bernat Velasco,Paris Saint-Germain,76,"LB, LM"
Naïm Sliti,Dijon FCO,76,"LM, LW, CAM"
Stefan Ristovski,Sporting CP,76,"RB, RM"
Joël Veltman,Ajax,76,"RB, CB"
Petros Mantalos,AEK Athens,76,"CAM, CM, RM"
Luca Zuffi,FC Basel 1893,76,"CDM, CM, CAM"
Andrés Mateus Uribe Villa,Club América,76,"CM, CDM, RM"
Nery Domínguez,Racing Club,76,"CDM, CM"
Adrián Embarba Blazquez,Rayo Vallecano,76,"RM, ST, LM"
Óscar Romero,Shanghai Greenland Shenhua FC,76,"RM, CAM, LM"
Omar Abdulrahman,Al Hilal,76,CAM
Albano Benjamín Bizzarri,Foggia,76,GK
Daniele Bonera,Villarreal CF,76,CB
Silvio Proto,Lazio,76,GK
Gorka Iraizoz Moreno,Girona FC,76,GK
Diego Tardelli Martins,Shandong Luneng TaiShan FC,76,"CAM, ST"
Wilfredo Daniel Caballero,Chelsea,76,GK
Gonzalo Javier Rodríguez,San Lorenzo de Almagro,76,CB
Pablo Javier Zabaleta Girod,West Ham United,76,"RB, RWB"
Mariano Damián Barbosa,Villarreal CF,76,GK
José Ernesto Sosa,Trabzonspor,76,"CM, CAM"
Gökhan Gönül,Beşiktaş JK,76,RB
Oscar Wendt,Borussia Mönchengladbach,76,"LB, LM"
Andrés Eduardo Fernández Moreno,Villarreal CF,76,GK
Iván Cuéllar Sacristán,CD Leganés,76,GK
Javier Horacio Pinola,River Plate,76,CB
Francesco Magnanelli,Sassuolo,76,CDM
Gaël Clichy,Medipol Başakşehir FK,76,LB
Deivson Rogério Da Silva,Alanyaspor,76,ST
Mark Noble,West Ham United,76,"CM, CDM"
Renato Civelli,Club Atlético Banfield,76,CB
Jorge Luís Valdivia Toro,Colo-Colo,76,"CAM, CF"
Scott Dann,Crystal Palace,76,CB
Aaron Hunt,Hamburger SV,76,"CAM, RM"
Philipp Tschauner,Hannover 96,76,GK
Pirmin Schwegler,Hannover 96,76,"CDM, CM"
Leonardo de Matos Cruz,PAOK,76,"RB, LB, RM"
Valon Behrami,Udinese,76,"CDM, CM"
Mauro Boselli,Club León,76,ST
Jonathan Emmanuel Orozco Domínguez,Santos Laguna,76,GK
David Limberský,Viktoria Plzeň,76,"LB, RB"
Ashley Williams,Stoke City,76,CB
Cyril Théréau,Fiorentina,76,"LW, CF"
Stephen Ward,Burnley,76,LB
Nicolás Mario Domingo,Independiente,76,"CDM, CM, CB"
Salvatore Bocchetti,Spartak Moscow,76,CB
Fredy Alejandro Guarín Vásquez,Shanghai Greenland Shenhua FC,76,"CM, CDM"
Ryan Shawcross,Stoke City,76,CB
Giovani dos Santos Ramírez,LA Galaxy,76,"CF, CAM, ST"
Andrey Eshchenko,Spartak Moscow,76,RB
Caner Erkin,Beşiktaş JK,76,"LB, LM"
James McArthur,Crystal Palace,76,"CM, RM, LM"
Jonathan Ramón Maidana,River Plate,76,CB
Lasse Schøne,Ajax,76,"CM, CDM"
Andrew Surman,Bournemouth,76,"CM, CDM"
Glenn Murray,Brighton & Hove Albion,76,ST
Luca Antonelli,Empoli,76,LB
Héctor Alfredo Moreno Herrera,Real Sociedad,76,"CB, LB"
Cristian Miguel Riveros Núñez,Paraguay,76,"CM, CDM"
Dmytro Chygrynskyi,AEK Athens,76,CB
José Márcio da Costa,Medipol Başakşehir FK,76,CAM
Fabian Lustenberger,Hertha BSC,76,"CDM, CB"
Demba Ba,Shanghai Greenland Shenhua FC,76,"ST, RW, LW"
Dieumerci Mbokani Bezua,Royal Antwerp FC,76,ST
Paul Baysse,Stade Malherbe Caen,76,CB
Lazaros Christodoulopoulos,Olympiacos CFP,76,"LM, RM"
Thomas Mangani,Angers SCO,76,CM
Emiliano Adrián Insúa Zapata,VfB Stuttgart,76,"LB, LWB"
Sam Vokes,Burnley,76,ST
Thomas Kraft,Hertha BSC,76,GK
기성용 寄诚庸,Newcastle United,76,"CM, CDM"
Albin Ekdal,Sampdoria,76,"CM, CDM, CB"
William Vainqueur,Antalyaspor,76,CDM
구자철 具滋哲,FC Augsburg,76,"CAM, CM, RM"
Andrea Ranocchia,Inter,76,CB
Dale Stephens,Brighton & Hove Albion,76,CM
António Alberto Bastos Pimparel,Göztepe SK,76,GK
Roberto Rosales,RCD Espanyol,76,"RB, RM"
Pablo Aguilar,Cruz Azul,76,CB
Marc Albrighton,Leicester City,76,"LM, RM"
Moussa Sissoko,Tottenham Hotspur,76,"CM, RM, CDM"
Daniel Schwaab,PSV,76,CB
Nabil El Zhar,CD Leganés,76,RM
Jonathan Hogg,Huddersfield Town,76,"CDM, CM"
Sebastian Langkamp,SV Werder Bremen,76,CB
Simon Terodde,1. FC Köln,76,ST
Bakary Koné,MKE Ankaragücü,76,CB
Maximiliano Nicol Moralez,New York City FC,76,"CAM, CM"
Nolan Roux,En Avant de Guingamp,76,"ST, LM"
Romain Thomas,Angers SCO,76,CB
Younousse Sankharé,FC Girondins de Bordeaux,76,CM
Matteo Darmian,Manchester United,76,"LB, RB"
Harry Arter,Cardiff City,76,"CM, CDM"
Joe Allen,Stoke City,76,"CM, CAM"
Ádám Szalai,TSG 1899 Hoffenheim,76,ST
Alan Kardec de Souza Pereira Junior,Chongqing Dangdai Lifan FC SWM Team,76,"ST, RW, LW"
Maurício José da Silveira Júnior,PAOK,76,CDM
Luca Rossettini,Chievo Verona,76,CB
Ivelin Popov,Spartak Moscow,76,"CAM, ST"
Gaël Kakuta,Rayo Vallecano,76,"LM, RM, CAM, RW"
Fabio Borini,Milan,76,"LW, RM"
Theodor Gebre Selassie,SV Werder Bremen,76,"RB, RM"
Franco Matías Di Santo,FC Schalke 04,76,"ST, LW, CAM"
Cheikhou Kouyaté,Crystal Palace,76,"CDM, CM, CB"
Alberto Paloschi,SPAL,76,ST
Dayro Mauricio Moreno Galindo,Atlético Nacional,76,ST
Douglas Renato de Jesus,Vitória Guimarães,76,GK
Paulo Henrique Chagas de Lima,Amiens SC,76,"CAM, CM"
Omar El Kaddouri,PAOK,76,"CAM, CM"
Alan Douglas Borges de Carvalho,Guangzhou Evergrande Taobao FC,76,"LW, ST, RW, LM"
Maicón Marques Bitencourt,Antalyaspor,76,"RM, LM"
Lewis Harry Holtby,Hamburger SV,76,"CAM, CM"
Matt Phillips,West Bromwich Albion,76,"RM, LM, RWB"
Ronny Rodelin,En Avant de Guingamp,76,"ST, CF, LW, CAM"
Seydou Doumbia,Girona FC,76,ST
Daniel Pacheco Lobato,Málaga CF,76,LM
Mirco Antenucci,SPAL,76,"ST, CF"
Daniel Brosinski,1. FSV Mainz 05,76,"RB, LB, LWB, RWB"
Bruno Fornaroli Mezza,Melbourne City FC,76,ST
Mehmet Ekici,Fenerbahçe SK,76,"CAM, CM, CDM"
Aaron Cresswell,West Ham United,76,"LB, CB, LWB"
David Rodríguez Lombán,Málaga CF,76,CB
Tom Cleverley,Watford,76,"CM, CAM"
Yoric Ravet,SC Freiburg,76,RM
Wilfried Guemiand Bony,Swansea City,76,ST
Yannis Salibur,AS Saint-Étienne,76,"RM, RW"
Carlos Darwin Quintero Villalba,Minnesota United FC,76,"CF, ST, CAM"
Michail Antonio,West Ham United,76,"RM, ST, LM"
Peter Pekarík,Hertha BSC,76,RB
Fredy Henkyer Montero Muñoz,Sporting CP,76,"ST, CF"
Osvaldo Alonso Moreno,Seattle Sounders FC,76,"CDM, CM"
Paul Lasne,Montpellier HSC,76,"CM, CDM, LM, RM"
Uílson de Souza Paula Júnior,Medipol Başakşehir FK,76,"RB, RM"
Carlos Eduardo de Oliveira Alves,Al Hilal,76,"CAM, ST"
Philipp Bargfrede,SV Werder Bremen,76,CDM
Mattia Destro,Bologna,76,ST
Rômulo  Souza Orestes Caldeira,Genoa,76,"RM, RB, CM"
Carlos Gilberto do Nascimento Silva,Shandong Luneng TaiShan FC,76,CB
岡崎 慎司,Leicester City,76,"CF, CAM"
Craig Dawson,West Bromwich Albion,76,"CB, RB"
Florent  Hanin,Vitória Guimarães,76,LB
Radosav Petrović,Sporting CP,76,"CDM, CM"
Yevhen Khacheridi,PAOK,76,CB
Macnelly Torres,Deportivo Cali,76,"CAM, CM"
Dorlan Pabón,Monterrey,76,"LW, RW"
Serdar Gürler,SD Huesca,76,"RM, ST"
Héldon Augusto Almeida Ramos,Al Taawoun,76,"LM, RM"
Ioannis Fetfatzidis,Olympiacos CFP,76,"RM, RW, CAM"
Tomás Pina Isla,Deportivo Alavés,76,"CM, CDM"
Saphir Sliti Taïder,Montreal Impact,76,"CM, CDM"
Danilo D'Ambrosio,Inter,76,"LB, RB"
André Filipe Brás André,Vitória Guimarães,76,CM
Josué Filipe Soares Pesqueira,Akhisar Belediyespor,76,"CAM, RM"
José Vicente Gómez Umpiérrez,Deportivo de La Coruña,76,"CM, CDM, CAM"
Nicolás Blandi,San Lorenzo de Almagro,76,ST
Santiago García,Deportivo Toluca,76,"CB, LB"
Lukas Rupp,TSG 1899 Hoffenheim,76,"CM, RM"
James Forrest,Celtic,76,"RM, RWB"
José Carlos Coentrão Marafona,SC Braga,76,GK
Federico Fernández,Newcastle United,76,CB
Gregoire Defrel,Sampdoria,76,"ST, RW"
Eric Fernando Botteghin,Feyenoord,76,CB
Raúl Mario Ruidíaz Misitich,Seattle Sounders FC,76,ST
Eduardo Vargas,Tigres U.A.N.L.,76,"ST, CAM"
Tobias Strobl,Borussia Mönchengladbach,76,"CDM, CB"
Ivan Santini,RSC Anderlecht,76,"ST, CF"
Andreas Samaris,SL Benfica,76,"CDM, CM"
Marten de Roon,Atalanta,76,"CM, CDM"
Júnior Fernandes,Alanyaspor,76,"LM, RM, CF, ST"
Pablo De Blasis,SD Eibar,76,"LM, LW, RM"
Gianluca Lapadula,Genoa,76,ST
Hernâni Jorge Santos Fortes,FC Porto,76,"RM, LM"
Diego Hernán González,Club Tijuana,76,CM
Alejandro Donatti,Racing Club,76,CB
原口 元気,Hannover 96,76,"LM, RM"
Enner Valencia,Tigres U.A.N.L.,76,"ST, RW"
Şener Özbayraklı,Fenerbahçe SK,76,RB
Jaime Mata Arnaiz,Getafe CF,76,ST
Javier Eraso Goñi,CD Leganés,76,"CAM, CDM, RM"
André Luís Gomes Simões,AEK Athens,76,"CM, CDM"
Alessandro Baia Marques,Cruzeiro,76,"RB, RW"
Julio Leonardo Dourado de Freitas,Bahia,76,CB
Eltildo Lucas Correia Pitta,Atlético Mineiro,76,"CB, RB, LB"
Emilio Alex Piodão Esser,Bahia,76,"CDM, CM"
Fred Marcos Aníbal Dias,Atlético Paranaense,76,GK
Nelson Arturo Reis Lopes,Botafogo,76,GK
Andeson Jaime Trigo Gonçalves,Fluminense,76,"LB, LM, CAM"
Victor Martin Maia Padilha,Vitória,76,"RB, RM"
Davi Alexandre Parrela Ferreira,Sport Club do Recife,76,"CB, CDM"
David Jefferson Seijalbo Vaz,Cruzeiro,76,CDM
Dênis Rubens Stein Rebelo,Cruzeiro,76,"ST, CF"
Rafael Jorgino Cachoira Rebelo,Paraná,76,"CB, CDM"
Denys Boyko,Dynamo Kyiv,76,GK
小林 悠,Kawasaki Frontale,76,"ST, RM, CAM"
Dimitri Liénard,RC Strasbourg Alsace,76,"CM, LM"
Alex Meret,Napoli,75,GK
Ryan Sessegnon,Fulham,75,"LW, LB"
Felipe dos Reis Vizeu do Carmo,Udinese,75,ST
Adama Traoré Diarra,Wolverhampton Wanderers,75,"RW, RM"
Sander Berge,KRC Genk,75,"CDM, CM"
Marc Roca Junqué,RCD Espanyol,75,"CDM, CM"
Justin Kluivert,Roma,75,"LW, RW"
Marcus Wendel Valle da Silva,Sporting CP,75,CM
Éder Gabriel Militão,FC Porto,75,"RB, CB"
Charly Musonda Junior,Vitesse,75,"RW, LW"
Manuel Locatelli,Sassuolo,75,CDM
Rolando Mandragora,Udinese,75,"CM, CDM"
Nahitan Nández,Boca Juniors,75,"CM, CDM, RM"
Panagiotis Retsos,Bayer 04 Leverkusen,75,"CB, RB, LB"
Achraf Hakimi Mouh,Borussia Dortmund,75,"RB, LB"
Diadie Samassékou,FC Red Bull Salzburg,75,CDM
Alan Javier Franco,Independiente,75,CB
Marcelo Josemir Saracchi Pintos,RB Leipzig,75,LB
Daniel Olmo Carvajal,Dinamo Zagreb,75,"LM, CAM"
Alfie Mawson,Fulham,75,CB
Mikel Merino Zazón,Real Sociedad,75,"CM, CDM, LM"
Kelechi Iheanacho,Leicester City,75,"ST, CAM"
Frédéric Guilbert,Stade Malherbe Caen,75,"RB, RM, RWB"
Tom Davies,Everton,75,"CM, CAM"
Renato Júnior Luz Sanches,FC Bayern München,75,CM
Ludovic Blas,En Avant de Guingamp,75,"RM, CM, LM"
Antonio Latorre Grueso,Valencia CF,75,"LB, LWB, LM"
Zack Steffen,Columbus Crew SC,75,GK
Uroš Račić,Valencia CF,75,"CDM, CM"
Mike Maignan,LOSC Lille,75,GK
Alberto Grassi,Parma,75,CM
Gabriel Boschilia,FC Nantes,75,"CAM, LM"
Orbelín Pineda Alvarado,Guadalajara,75,"CM, CAM, CDM"
Nicolas Pépé,LOSC Lille,75,"RM, RW, ST"
André Filipe Luz Horta,Los Angeles FC,75,"CM, CAM"
Alejandro Romero Gamarra,New York Red Bulls,75,"CAM, RM"
Cyle Larin,Beşiktaş JK,75,ST
André Franck Zambo Anguissa,Fulham,75,"CDM, CM"
Borja Mayoral Moya,Levante UD,75,ST
Iñigo Córdoba Kerejeta,Athletic Club de Bilbao,75,LW
Youssef Aït Bennasser,AS Monaco,75,CM
Kelvin Amian,Toulouse Football Club,75,"RB, CB"
Çağlar Söyüncü,Leicester City,75,CB
Luka Jović,Eintracht Frankfurt,75,ST
Josip Brekalo,VfL Wolfsburg,75,"LM, RM, LW, RW"
Tomáš Souček,SK Slavia Praha,75,CDM
Unai Núñez Gestoso,Athletic Club de Bilbao,75,CB
Prince-Désir Gouano,Amiens SC,75,CB
Paulo Henrique Soares dos Santos,Portimonense SC,75,"CAM, CM, RM"
Björn Engels,Stade de Reims,75,CB
Andrea Petagna,SPAL,75,ST
Marlon da Silva Barbosa,Sassuolo,75,CB
Seko Fofana,Udinese,75,"CM, CDM"
Gonçalo Mendes Paciência,Eintracht Frankfurt,75,ST
Lukas Klostermann,RB Leipzig,75,"RB, LB"
Unai López Cabrera,Athletic Club de Bilbao,75,"CM, LM, RM, CDM"
Konrad Laimer,RB Leipzig,75,"RB, CDM"
Thiago Maia Alencar,LOSC Lille,75,"CDM, CM"
João Maria Lobo Alves Palhinha Gonçalves,SC Braga,75,"CDM, CM"
Ramadan Sobhi,Huddersfield Town,75,"LM, LW"
Ghislain Konan,Stade de Reims,75,LB
Guus Til,AZ Alkmaar,75,"CAM, CM"
Alberth Elis,Houston Dynamo,75,"RW, ST, LW"
Daniel Raba Antolin,Villarreal CF,75,"RM, CAM, CM, ST"
Alfred Benjamin Gomis,SPAL,75,GK
Yassine Benzia,Fenerbahçe SK,75,"CAM, LM, CM"
Kevin Akpoguma,TSG 1899 Hoffenheim,75,"CB, RB"
Álvaro Medrán Just,Rayo Vallecano,75,"CM, CDM, CAM"
David Jason Remeseiro Salgueiro,Levante UD,75,"RM, LM"
Carlos Manuel Cardoso Mané,Sporting CP,75,"RM, LM"
Rúben Afonso Borges Semedo,SD Huesca,75,"CB, CDM"
Théo Bongonda Mbul'Ofeko Batombo,SV Zulte-Waregem,75,"LM, RM"
Bruno Miguel Semedo Varela,SL Benfica,75,GK
Roger Martínez,Club América,75,ST
Jorge Figal,Independiente,75,"CB, RB"
Antonio Barreca,AS Monaco,75,LB
Ailton Ferreira Silva,SC Braga,75,LB
Hélder Wander Sousa Azevedo Costa,Wolverhampton Wanderers,75,RW
Iván López Álvarez,Real Valladolid CF,75,"LM, RM, ST"
Maxime Lopez,Olympique de Marseille,75,"CM, CDM"
Marcus Coco,En Avant de Guingamp,75,"LM, LW, RM"
Gonzalo Julián Melero Manzanares,SD Huesca,75,"CM, CDM, CAM"
Mathias Jensen,RC Celta,75,CM
Mijat Gaćinović,Eintracht Frankfurt,75,"CM, LM, CAM, RW"
Răzvan Marin,Standard de Liège,75,"CM, CDM"
Erick Cabaco,Levante UD,75,CB
Juan Camilo Hernández,SD Huesca,75,ST
Yuri Oliveira Ribeiro,SL Benfica,75,LB
Liam Moore,Reading,75,CB
Frederik Rønnow,Eintracht Frankfurt,75,GK
Joe  Bryan,Fulham,75,"LB, LM"
Kevin Stöger,Fortuna Düsseldorf,75,"CAM, LM, CM"
Michael Krmenčík,Viktoria Plzeň,75,ST
Alessio Cragno,Cagliari,75,GK
Yvon Mvogo,RB Leipzig,75,GK
Sam Johnstone,West Bromwich Albion,75,GK
Pablo Insua Blanco,SD Huesca,75,CB
Kaan Ayhan,Fortuna Düsseldorf,75,"CB, CDM"
Joseph Alfred Duncan,Sassuolo,75,CM
Gaëtan  Laborde,Montpellier HSC,75,ST
Mikel Agu,Vitória de Setúbal,75,"CDM, CM"
Kevin Wimmer,Hannover 96,75,CB
Fabian Schär,Newcastle United,75,CB
Louis Schaub,1. FC Köln,75,"RM, LM, CAM"
Douglas Justino de Melo,Hamburger SV,75,LB
Birger Verstraete,KAA Gent,75,"CDM, CM"
Chancel Mbemba,FC Porto,75,"CB, LB"
Danilo Cataldi,Lazio,75,"CM, CDM"
Ibrahim Amadou,Sevilla FC,75,"CDM, CB"
Ivan Ricardo Neves Abreu Cavaleiro,Wolverhampton Wanderers,75,"RW, LW, ST"
Daniel Amartey,Leicester City,75,"CDM, RB, CM"
Frank Acheampong,Tianjin TEDA FC,75,ST
Jorge Franco Alviz,Deportivo Alavés,75,"LM, CAM, RM"
Maxwel Cornet,Olympique Lyonnais,75,"RW, ST, LW"
Marcel Tisserand,VfL Wolfsburg,75,"CB, LB"
Baptiste Santamaria,Angers SCO,75,"CDM, CM"
Hans Hateboer,Atalanta,75,"RM, RB"
Bongani Zungu,Amiens SC,75,"CM, CDM"
Ryan Thomas,PSV,75,CM
Otávio Henrique Passos Santos,FC Girondins de Bordeaux,75,CDM
Gian Marco Ferrari,Sassuolo,75,CB
Omar Colley,Sampdoria,75,CB
Rubén Duarte Sánchez,Deportivo Alavés,75,LB
Mauricio Lemos Merladet,Sassuolo,75,CB
João Miguel Macedo da Silva,Vitória Guimarães,75,GK
Bernardo Fernandes da Silva Junior,Brighton & Hove Albion,75,"LB, RB"
Danilo das Neves Pinheiro,Dynamo Kyiv,75,"CM, CDM"
Adama Diakhaby,Huddersfield Town,75,"ST, RM"
Christian  Luyindama Nekadio,Standard de Liège,75,"CB, CDM"
Francisco Javier Guerrero Martín,Real Betis,75,"RM, RWB, RB"
Junior Firpo,Real Betis,75,"LB, LWB, CB, LM"
Martín Aguirregabiria,Deportivo Alavés,75,RB
Vitaliy Buyalskyi,Dynamo Kyiv,75,"CM, CAM, CDM"
Ryan Jack,Rangers FC,75,"CDM, CM"
Nathan Redmond,Southampton,75,"RM, LM, ST"
Musa Çağıran,Çaykur Rizespor,75,"CDM, CM"
Andreas Evald Cornelius,FC Girondins de Bordeaux,75,ST
Konstantinos Stafylidis,FC Augsburg,75,"LB, LWB"
Rodrigo Ely,Deportivo Alavés,75,CB
Yassin Ayoub,Feyenoord,75,"CM, CAM"
Jürgen Locadia,Brighton & Hove Albion,75,"ST, LW"
Ole Kristian Selnæs,AS Saint-Étienne,75,"CDM, CM"
Stefano Denswil,Club Brugge KV,75,CB
Ryan Fraser,Bournemouth,75,"LM, RM"
Christopher Jullien,Toulouse Football Club,75,CB
Ahmed Hassan,Olympiacos CFP,75,ST
Abdoulaye Touré,FC Nantes,75,"CDM, CM"
António José Pinheiro Carvalho,Vitória Guimarães,75,"CAM, CM, LM, RM"
Jeremy Toljan,Borussia Dortmund,75,"RB, LB"
Héctor Villalba,Atlanta United,75,"RM, ST"
Deniz Türüç,Kayserispor,75,"CAM, RM"
Andre Blake,Philadelphia Union,75,GK
Sebastián Cristóforo,Getafe CF,75,"CDM, CM"
Erik Thommy,VfB Stuttgart,75,"LM, RM, CAM"
Andrea Conti,Milan,75,"RM, RB"
Ramy Bensebaini,Stade Rennais FC,75,"LB, CB"
Guido Rodríguez,Club América,75,"CDM, CM"
Cecilio Domínguez,Club América,75,"LM, CAM, RM"
Aritz Elustondo,Real Sociedad,75,"CB, RB"
Omar Kharbin,Al Hilal,75,ST
Néstor Alejandro Araújo Razo,RC Celta,75,CB
Jano Ananidze,Spartak Moscow,75,"CAM, LW"
Andy Delort,Montpellier HSC,75,"ST, RW"
Borja González Tomás,Deportivo Alavés,75,"ST, CAM"
Josip Drmić,Borussia Mönchengladbach,75,"ST, RM"
Jonas Svensson,AZ Alkmaar,75,RB
Fredrik Midtsjø,AZ Alkmaar,75,"CM, CDM"
João Pedro Geraldino dos Santos Galvão,Cagliari,75,"CAM, CM"
Bruno Martins Indi,Stoke City,75,CB
Matz Sels,RC Strasbourg Alsace,75,GK
Leandro Martín González Pírez,Atlanta United,75,CB
Marco Bizot,AZ Alkmaar,75,GK
Johannes Geis,FC Schalke 04,75,"CDM, CB, CM"
Danny  Vieira da Costa,Eintracht Frankfurt,75,"RB, RWB"
Ogenyi Eddy Onazi,Trabzonspor,75,"CDM, CM"
Robin Knoche,VfL Wolfsburg,75,CB
Rubén Pardo Gutiérrez,Real Sociedad,75,"CM, CDM, CAM"
Moritz Bauer,Stoke City,75,"RB, RWB, RM"
Soualiho Meïté,Torino,75,"CDM, CM"
Alexander Ring,New York City FC,75,"CDM, CM, CB"
Sergiy Kryvtsov,Shakhtar Donetsk,75,CB
Simon Falette,Eintracht Frankfurt,75,CB
Jürgen Damm,Tigres U.A.N.L.,75,RM
Viktor Claesson,Sweden,75,"CAM, LM, CM"
Tom Rogić,Celtic,75,CAM
João Carlos Vilaça Teixeira,Vitória Guimarães,75,"CAM, LM"
Darwin Machís,Udinese,75,"LW, RW, CAM"
Carles Gil Pareja,Deportivo de La Coruña,75,"RM, CAM"
Guillermo Matías Fernández,Racing Club,75,"CM, CDM, CAM"
Enzo Pablo Roco Roco,Beşiktaş JK,75,CB
Sven van Beek,Feyenoord,75,CB
Diego Rolán,CD Leganés,75,"ST, LM, RM"
Guido Herrera,Club Atlético Talleres,75,GK
Lukas Reiff Lerager,FC Girondins de Bordeaux,75,"CM, CDM"
José Manuel Rodríguez Benito,Levante UD,75,CB
Yoan Cardinale,OGC Nice,75,GK
武磊,Shanghai SIPG FC,75,"ST, RM, LM, CF"
이재성 李在成,Holstein Kiel,75,CAM
Unai Bustinza Martínez,CD Leganés,75,"CB, RB"
Iñigo Lekue Martínez,Athletic Club de Bilbao,75,"RB, LW, LB, RW"
Borja Valle Balonga,Deportivo de La Coruña,75,"ST, LM"
Pablo Renan dos Santos,SC Braga,75,CB
Matěj Vydra,Burnley,75,"CAM, CF, ST"
Lars Unnerstall,VVV-Venlo,75,GK
Sonny Kittel,FC Ingolstadt 04,75,"LW, LM, CAM"
Jeff Hendrick,Burnley,75,"CAM, CM"
Cristiano Biraghi,Fiorentina,75,"LB, LM"
Ahmed Musa,Al Nassr,75,"ST, LM"
Stuart Armstrong,Southampton,75,"CAM, CDM, CM"
Emir Dilaver,Dinamo Zagreb,75,"CB, RB"
Filip Helander,Bologna,75,CB
Robin Olsen,Roma,75,GK
Erik Durm,Huddersfield Town,75,"LB, RB, RM"
Lucas Pedro Alves de Lima,FC Nantes,75,"LB, LM"
Guilherme dos Santos Torres,Olympiacos CFP,75,"CDM, CM"
Sam Larsson,Feyenoord,75,LW
André Ramalho Silva,FC Red Bull Salzburg,75,"CB, CDM"
Ridgeciano Haps,Feyenoord,75,LB
Callum McGregor,Celtic,75,"CAM, LM"
Lucas Zelarayán,Tigres U.A.N.L.,75,"CAM, CM"
Miha Mevlja,Slovenia,75,CB
Rómulo Otero Vásquez,Al Wehda,75,"CAM, LM, LW"
Luciano Federico Acosta,DC United,75,"CAM, CM"
Jonas Lössl,Huddersfield Town,75,GK
Stefan Marius Johansen,Fulham,75,CM
Ike Opara,Sporting Kansas City,75,CB
Sébastien Corchia,SL Benfica,75,RB
Georgiy Schennikov,PFC CSKA Moscow,75,"LWB, LM"
Andreu Fontàs Prat,Sporting Kansas City,75,CB
Maxime Lestienne,Standard de Liège,75,"LM, RM"
Emmanuel Badu,Udinese,75,"CM, CDM"
Alan Pulido,Guadalajara,75,"ST, CF"
Judilson Mamadu Tuncará Gomes,AS Monaco,75,"CDM, CM"
Andre Gray,Watford,75,ST
Sergio Gontán Gallardo,Real Valladolid CF,75,RM
Fransérgio Rodrigues Barbosa,SC Braga,75,"CM, CDM"
Joel Robles Blázquez,Real Betis,75,GK
Samuel Sáiz Alonso,Leeds United,75,CAM
Harun Tekin,Fenerbahçe SK,75,GK
Alejandro Gálvez Jimena,Rayo Vallecano,75,CB
Carles Planas Antolínez,Girona FC,75,LB
Rasmus Falk Jensen,FC København,75,"CAM, CM, RM, LM"
Pablo Nascimento Castro,FC Girondins de Bordeaux,75,CB
Ermin Bičakčić,TSG 1899 Hoffenheim,75,CB
Aden Flint,Middlesbrough,75,CB
Thievy Bifouma,MKE Ankaragücü,75,"RM, ST"
Ognjen Vranješ,RSC Anderlecht,75,"CB, RB"
Felipe Alejandro Gutiérrez Leiva,Sporting Kansas City,75,"CM, CAM, CDM"
Anthony Knockaert,Brighton & Hove Albion,75,"RM, LM"
Julian Korb,Hannover 96,75,"RB, RWB, RM"
Christian Atsu,Newcastle United,75,"LM, RM"
Amin Younes,Napoli,75,LW
Pedro Bigas Rigo,SD Eibar,75,CB
Bogdan Butko,Shakhtar Donetsk,75,RB
Christian Günter,SC Freiburg,75,"LWB, LB"
Rachid Ghezzal,Leicester City,75,"RM, RW"
Renato Steffen,VfL Wolfsburg,75,"LM, RM, RW, LW"
Robert Berić,AS Saint-Étienne,75,ST
Camilo Andrés Vargas Gil,Deportivo Cali,75,GK
Christian Alberto Cueva Bravo,Peru,75,"LM, CAM, RM"
Guido Carrillo,CD Leganés,75,ST
Badou Ndiaye,Galatasaray SK,75,"CM, CDM, CAM"
Ömer Ali Şahiner,Atiker Konyaspor,75,"RM, LM, LB"
Andrés Ibargüen,Club América,75,"LW, LM"
Sabin Merino Zuloaga,CD Leganés,75,"LW, ST, RW"
Brandley Kuwas,Heracles Almelo,75,RW
Sergio Guardiola Navarro,Getafe CF,75,ST
Felipe Dias da Silva dal Belo,SPAL,75,CB
Ricardo José Vaz Alves Monteiro,Rio Ave FC,75,"CM, CDM"
Ricardo Miguel Moreira da Costa,CD Tondela,75,CB
Emiliano Moretti,Torino,75,CB
Ludovic Butelle,Angers SCO,75,GK
Jaime Andrés Valdés Zapata,Colo-Colo,75,"CM, CAM"
Artur Boruc,Bournemouth,75,GK
Yohann Pelé,Olympique de Marseille,75,GK
Selçuk İnan,Galatasaray SK,75,"CM, CDM"
Simon Francis,Bournemouth,75,"CB, RB"
Wes Morgan,Leicester City,75,CB
Goran Pandev,Genoa,75,"ST, CAM"
Luca Rigoni,Parma,75,"CM, CDM"
Christian Fuchs,Leicester City,75,LB
Rafael  de Andrade Bittencourt Pinheiro,Cagliari,75,GK
Volkan Demirel,Fenerbahçe SK,75,GK
Mikel Rico Moreno,Athletic Club de Bilbao,75,CM
Diego Castro Giménez,Perth Glory,75,LM
Paul Verhaegh,VfL Wolfsburg,75,RB
Christian Maggio,Benevento,75,RB
Christophe Jallet,OGC Nice,75,"RB, LB"
Ramazan Özcan,Bayer 04 Leverkusen,75,GK
Jean-Louis Leca,Racing Club de Lens,75,GK
Yoann  Gourcuff,Dijon FCO,75,"CAM, ST"
Bartosz Białkowski,Ipswich Town,75,GK
