Name,club,overall,player_positions
Leon-Aderemi Balogun,1. FSV Mainz 05,75,"CB, RB"
Jake Livermore,West Bromwich Albion,75,"CM, CDM, CB"
Jonathan Kodjia,Aston Villa,75,ST
Mauro Alberto Díaz,FC Dallas,75,CAM
Rubén Salvador Pérez del Mármol,CD Leganés,75,"CDM, CM"
Sandro Ranieri Guimarães Cordeiro,Antalyaspor,75,"CDM, CM"
Georgiy Schennikov,PFC CSKA Moscow,75,"LWB, LM"
Sebastian Jung,VfL Wolfsburg,75,RB
Enrique García Martínez,SD Eibar,75,ST
Christian Clemens,1. FC Köln,75,"RM, LM"
Diafra Sakho,West Ham United,75,ST
Craig Dawson,West Bromwich Albion,75,"RB, CB"
Serdar Gürler,Osmanlıspor,75,"RM, LM"
Giulio Donati,1. FSV Mainz 05,75,RB
Róbert Mak,PAOK,75,"RM, LM"
Kévin Malcuit,LOSC Lille,75,"RB, RM"
Harun Tekin,Bursaspor,75,GK
Josué Filipe Soares Pesqueira,Osmanlıspor,75,"RM, CAM"
Edinaldo Gomes Pereira,RCD Espanyol,75,CB
Leigh Griffiths,Celtic,75,ST
José Ignacio Peleteiro Ramallo,Birmingham City,75,"RW, RM, CAM, LM"
Santiago Damián García Correa,Godoy Cruz,75,ST
Antonio García Aranda,Levante UD,75,"LB, LWB"
Eduardo Vargas,Tigres U.A.N.L.,75,"ST, CF"
Isaac Becerra Alguacil,Real Valladolid CF,75,GK
Garry Mendes Rodrigues,Galatasaray SK,75,"LM, LW, RM"
Mauro Dos Santos,CD Leganés,75,CB
Alexandru Iulian Maxim,1. FSV Mainz 05,75,"CAM, LM"
Camilo Andrés Vargas Gil,Atlético Nacional,75,GK
Darko Lazović,Genoa,75,"RW, LW"
William José Tesillo Gutiérrez,Independiente Santa Fe,75,CB
Ignacio Fernández,River Plate,75,"CM, CDM"
Federico Carrizo,Rosario Central,75,"LM, CAM, LW, RW"
原口 元気,Hertha BSC,75,"RM, LM"
Edgar Antonio Méndez Ortega,Cruz Azul,75,"RM, LM, LW"
Pedro Tanausú Domínguez Placeres,UD Las Palmas,75,"RM, CM, CAM, LM"
Şener Özbayraklı,Fenerbahçe SK,75,RB
André Luís Gomes Simões,AEK Athens,75,"CM, CDM"
Felipe Dias da Silva dal Belo,SPAL,75,CB
Paolo Cannavaro,Sassuolo,75,CB
Maarten Stekelenburg,Everton,75,GK
Albano Benjamín Bizzarri,Udinese,75,GK
Emiliano Moretti,Torino,75,CB
Étienne Didot,En Avant de Guingamp,75,"CM, CDM"
Mathieu Bodmer,Amiens SC,75,"CDM, CB, CAM"
Massimo Maccarone,Brisbane Roar,75,ST
Chris Brunt,West Bromwich Albion,75,"RM, LB"
Tom Huddlestone,Derby County,75,"CM, CDM"
Wayne Routledge,Swansea City,75,"RM, RW, LM"
Alberto Aquilani,UD Las Palmas,75,"CM, CDM"
Yohann Pelé,Olympique de Marseille,75,GK
Hamit Altıntop,SV Darmstadt 98,75,"CDM, CAM"
Hasan Ali Kaldırım,Fenerbahçe SK,75,LB
Emil Hallfreðsson,Udinese,75,"CM, CDM"
Stijn Schaars,SC Heerenveen,75,"CDM, CM"
Franco Brienza,Bari,75,"RW, CAM, LW, CM"
Glen Johnson,Stoke City,75,RB
Jonathan  Walters,Burnley,75,"ST, RM"
Luca Rigoni,Genoa,75,"CM, CDM"
Rafael  de Andrade Bittencourt Pinheiro,Cagliari,75,GK
Mariano Damián Barbosa,Villarreal CF,75,GK
Iván Cuéllar Sacristán,CD Leganés,75,GK
Christian Maggio,Napoli,75,RB
Rio Antonio Zoba Mavuba,Sparta Praha,75,"CDM, CM"
Ramazan Özcan,Bayer 04 Leverkusen,75,GK
Ashley Young,Manchester United,75,"RB, LM, LB"
Aiden McGeady,Sunderland,75,"LM, RM"
Robert Snodgrass,Aston Villa,75,"RM, LM"
Ryan Guno Babel,Beşiktaş JK,75,"LM, ST"
Sylvain Marveaux,FC Lorient,75,"CAM, ST"
Sejad Salihović,Hamburger SV,75,"CM, CDM, LM"
Laurent Ciman,Montreal Impact,75,CB
Nana Kwesi Asare,KAA Gent,75,"CB, LM, LB"
Jean André Emanuel Beausejour Coliqueo,Chile,75,"LB, LW"
Pirmin Schwegler,Hannover 96,75,"CDM, CM"
Leonardo Nicolás Pisculichi,Argentinos Juniors,75,"CAM, ST, RM"
Matías Agustín Silvestre,Sampdoria,75,CB
Roberto Trashorras Gayoso,Rayo Vallecano,75,"CDM, CM, CAM"
Francisco Vidangosa,Unión Española,75,GK
Claudio Cordeso,CD O'Higgins,75,"LB, LM"
Eduardo Dinsol,Universidad Católica,75,"RB, RM"
Matias Alcoraz,CD O'Higgins,75,CB
Herlyn Acevedo,CD O'Higgins,75,"CB, LB"
Angelo Baredia,CD Universidad de Concepción,75,"CB, RB"
Eduardo Bolindos,CD O'Higgins,75,CDM
Jorge Lopendañez,Colo-Colo,75,"CDM, CM, CAM"
Jose Badamontes,Universidad de Chile,75,"LM, RM"
Sergio Cardenia,Santiago Wanderers,75,"RM, LM, CAM"
Jefferson Epazo,Deportes Iquique,75,GK
Raul Jardelino,Universidad Católica,75,"LB, LM, CAM"
Italo Herreras,Colo-Colo,75,LB
Oscar Budeaga,Colo-Colo,75,"RB, RM"
Hernan Lemonez,Unión Española,75,"CB, CDM, LB"
Hector Riffosas,Colo-Colo,75,"CB, CDM"
Cristian Abridego,CD O'Higgins,75,"CDM, CM"
Kevin Cordesia,CD Universidad de Concepción,75,"LM, CAM"
Evaristo Merraño,CD O'Higgins,75,"CAM, CM, LM"
Johnny Landiso,Unión Española,75,"CAM, CF, ST"
Yerson Donosos,Deportes Iquique,75,CAM
Antonio Cambrillo,CD O'Higgins,75,ST
Lino Lereas,Universidad Católica,75,ST
Vildan Guerra,Deportes Iquique,75,"CB, CDM"
Timofey Kalachev,FC Rostov,75,"RWB, RM, CF"
Fernando Amorebieta Mardaras,Independiente,75,"CB, LB"
Oleg Ivanov,Terek Grozny,75,"CAM, CM"
Marcos Alberto Angeleri,San Lorenzo de Almagro,75,"CB, RB"
Rolando Jorge Pires da Fonseca,Olympique de Marseille,75,CB
Younès Kaboul,Watford,75,CB
Stéphane Sessègnon,Montpellier HSC,75,"CM, CAM"
Eduardo dos Reis Carvalho,Chelsea,75,GK
Bradley Wright-Phillips,New York Red Bulls,75,ST
Lior Refaelov,Club Brugge KV,75,RW
Stephen Ward,Burnley,75,LB
Cássio Albuquerque dos Anjos,Rio Ave FC,75,GK
Roman Shishkin,FC Krasnodar,75,"RB, CDM, CB"
Rasmus Elm,Kalmar FF,75,CM
Juan Pablo Carrizo,Monterrey,75,GK
José Carlos Gonçalves Rodrigues,FC København,75,"CDM, RB, RM"
Danijel Milićević,KAA Gent,75,"CAM, CF, CM"
Julián Omar Ramos Suárez,CD Leganés,75,"RM, LM"
Sergio Floccari,SPAL,75,ST
Danny Simpson,Leicester City,75,RB
Charlie Daniels,Bournemouth,75,LB
Cristian Gabriel Rodríguez Barrotti,Uruguay,75,"CAM, LM"
Andrey Eshchenko,Spartak Moscow,75,"RB, RWB"
Nicolás Federico Spolli,Genoa,75,CB
Hugo Ayala Castro,Tigres U.A.N.L.,75,CB
James McArthur,Crystal Palace,75,"CM, CDM, CAM"
Alberto De La Bella Madureño,Real Sociedad,75,LB
Manuel Alejandro García Sánchez,Deportivo Alavés,75,"CDM, CM"
Mikel González de Martín Martínez,Real Zaragoza,75,CB
Andrew Surman,Bournemouth,75,"CM, CDM"
Keiren Westwood,Sheffield Wednesday,75,GK
Guilherme Magdalena Siqueira,Atlético Madrid,75,LB
Benny Feilhaber,Sporting Kansas City,75,CM
Nathan Dyer,Swansea City,75,"RM, RW"
Adrián López Álvarez,Deportivo de La Coruña,75,"ST, RM"
Gonzalo Castro Irizábal,Málaga CF,75,LM
Francisco Manuel Rico Castro,SD Eibar,75,"CDM, CM, CAM"
Niko Bungert,1. FSV Mainz 05,75,CB
Sacha Klještan,New York Red Bulls,75,"CAM, CM"
Dmytro Chygrynskyi,AEK Athens,75,CB
Christian Camilo Marrugo Rodríguez,Puebla FC,75,CAM
Simone Missiroli,Sassuolo,75,CM
Andreas Beck,VfB Stuttgart,75,"RB, LB"
Ola Toivonen,Toulouse Football Club,75,"CAM, ST"
Abel Enrique Aguilar Tapia,Deportivo Cali,75,CDM
Alessio Cerci,Hellas Verona,75,RW
Erik Pieters,Stoke City,75,"LB, LWB"
Fernando Lopes dos Santos Varela,PAOK,75,CB
Moustapha Bayal Sall,Royal Antwerp FC,75,CB
Miguel Torres Gómez,Málaga CF,75,"LB, CB, RB"
Marko Marin,Olympiacos CFP,75,"CAM, LM, RM"
Vito Mannone,Reading,75,GK
Nuno Miguel Sousa Pinto,Vitória de Setúbal,75,LB
Eren Derdiyok,Galatasaray SK,75,ST
Dejan Damjanović,FC Seoul,75,ST
Marcelo Martins Moreno,Bolivia,75,ST
Yohan Benalouane,Leicester City,75,"CB, RB"
Giovanni Sio,Montpellier HSC,75,ST
Nabil El Zhar,CD Leganés,75,"RM, CAM, LM"
Eduardo Gottardi,Clube Sport Marítimo,75,GK
Bakary Koné,RC Strasbourg Alsace,75,CB
Jonathan Ludovic Biabiany,Sparta Praha,75,"RW, LW, RM"
Sergio Tejera Rodríguez,Gimnàstic de Tarragona,75,"CM, CAM"
Ricky van Wolfswinkel,FC Basel 1893,75,ST
Martin Olsson,Swansea City,75,LB
Ádám Szalai,TSG 1899 Hoffenheim,75,ST
Geoffrey Mujangi Bia,Kayserispor,75,"CAM, LM, RM"
Andrea Poli,Bologna,75,CM
Diego Ângelo de Oliveira,Antalyaspor,75,CB
Theodor Gebre Selassie,SV Werder Bremen,75,"RB, RM"
Matt Ritchie,Newcastle United,75,RM
Franco Matías Di Santo,FC Schalke 04,75,ST
Filip Đorđević,Lazio,75,ST
Kyle Naughton,Swansea City,75,RB
Matías Augusto Pérez García,Club Atlético Tigre,75,"CAM, RM"
Christian Träsch,FC Ingolstadt 04,75,"RB, CDM"
Jesús Alberto Dueñas Manzo,Tigres U.A.N.L.,75,"CDM, RB, CM"
Douglas Renato de Jesus,Vitória Guimarães,75,GK
Soslan Dzhanaev,Rubin Kazan,75,GK
Matías Ezequiel Suárez,Belgrano de Córdoba,75,"CAM, ST"
Jefferson Moreira Nascimento,SC Braga,75,LB
Mubarak Wakaso,Deportivo Alavés,75,"LM, CM, RM"
Carlos Andrés Villanueva Roland,Al Ittihad,75,"CAM, CM"
Abel Mathías Hernández Platero,Hull City,75,ST
Miguel Ángel Britos Cabrera,Watford,75,CB
Volkan Şen,Trabzonspor,75,"LM, RM"
Caiuby Francisco da Silva,FC Augsburg,75,"LM, LW, ST"
Jimmy Durmaz,Toulouse Football Club,75,"CAM, LM, RM"
João Miguel Coimbra Aurélio,Vitória Guimarães,75,"RB, CDM"
Cristopher Benjamín Toselli Ríos,Chile,75,GK
Daniel Hernández Santos,CD Tenerife,75,GK
David Rodríguez Lombán,SD Eibar,75,"CB, RB"
Pedro Alcalá Guirado,Girona FC,75,CB
José Fernando Viana de Santana,Fenerbahçe SK,75,ST
Daniel Castellano Betancor,UD Las Palmas,75,LB
Sebastián Marcelo Blanco,Portland Timbers,75,"LM, RM, CAM"
Isaác Brizuela Muñoz,Guadalajara,75,"RM, LW"
Dominic Maroh,1. FC Köln,75,CB
Préjuce Niguimbé Nakoulma,FC Nantes,75,"LM, ST, RM"
Ervin Zukanović,Genoa,75,"CB, LB"
Osama Abdulrezag Hawsawi,Al Hilal,75,CB
吉田 麻也,Southampton,75,CB
Alberto Tomás Botía Rabasco,Olympiacos CFP,75,CB
José Alberto Cañas Ruíz-Herrera,PAOK,75,"CDM, CM"
Luciano Narsingh,Swansea City,75,"RW, LW"
Artur Ioniţă,Cagliari,75,"CM, CAM, CDM"
Ezequiel Schelotto,Brighton & Hove Albion,75,"RB, RM"
Marvin Zeegelaar,Watford,75,"LB, LM"
Philipp Bargfrede,SV Werder Bremen,75,CDM
Leonardo Rodrigues Pereira,Al Nassr,75,LM
Stefan Ilsanker,RB Leipzig,75,"CDM, CB"
Gonzalo Alejandro Jara Reyes,Chile,75,CB
Miloš Ninković,Sydney FC,75,"CAM, LM"
Philipp Wollscheid,FC Metz,75,CB
Danilo D'Ambrosio,Inter,75,RB
Almog Cohen,FC Ingolstadt 04,75,"CDM, CM"
Emmanuel Emenike,Olympiacos CFP,75,"ST, RM"
Michael Esser,Hannover 96,75,GK
Liassine Cadamuro,Nîmes Olympique,75,"LB, CB"
Emmanuel Gigliotti,Independiente,75,ST
Ivan Strinić,Sampdoria,75,LB
Samuel García Sánchez,Levante UD,75,"RM, ST"
Darlington Nagbe,Portland Timbers,75,"LM, RM, CM"
Christophe Kerbrat,En Avant de Guingamp,75,CB
Ricardo Gabriel Álvarez,Sampdoria,75,"CAM, CF"
Iván Rodrigo Piris Leguizamón,Club León,75,"RB, LB, CB"
Fayçal Fajr,Getafe CF,75,"LM, CAM, RM, CM"
Carlos Sebastián Sosa Silva,Monarcas Morelia,75,GK
Matt Hedges,FC Dallas,75,CB
El-Hadji Baye Oumar Niasse,Everton,75,ST
Giancarlo González Castro,Bologna,75,CB
酒井 宏樹,Olympique de Marseille,75,RB
Martín Maximiliano Mantovani,CD Leganés,75,CB
Dimitrios Siovas,CD Leganés,75,"CB, CDM"
Matías Britos,Al Hilal,75,"ST, CAM, CF"
Bruno Daniel Castro Moreira,FC Paços de Ferreira,75,ST
Marc Schnatterer,1. FC Heidenheim 1846,75,"LM, LW"
Jérôme Gondorf,SV Werder Bremen,75,"CM, CDM"
Leonel Vangioni,Monterrey,75,LB
Édgar Felipe Pardo Castro,Olympiacos CFP,75,"RM, LM"
Paolo Duval Goltz,Boca Juniors,75,CB
Gastón Lezcano,Monarcas Morelia,75,"RW, LW"
Yuriy Gazinskiy,FC Krasnodar,75,"CDM, CM"
Abdelhak Nouri,Ajax,75,"CAM, LW"
Simão Alvin Donatinho Garcia,Atlético Paranaense,75,GK
Silas Enaldo Barros de Almeida,Atlético Mineiro,75,"LB, LM"
Alessandro Baia Marques,Botafogo,75,"RB, RM"
Julio Leonardo Dourado de Freitas,Grêmio,75,CB
Caio Rodrigo Nunes Anjos,Botafogo,75,"CB, LB"
Otávio Alberto Cairinho Monteiro,Ponte Preta,75,"CB, RB"
Melvin Luan Parrela Porfírio,Coritiba,75,CDM
Jorgino Silas Ruiz Prestes,Sport Club do Recife,75,"CDM, CM, CAM"
Danilo Manuel Aldair Rochela,Fluminense,75,"CAM, CM"
Kaíque Osvaldo Castro Rodrigues,Cruzeiro,75,GK
Andeson Jaime Trigo Gonçalves,Atlético Paranaense,75,"LB, LM, CAM"
Erick Sebastião Laforte Medeiros,Botafogo,75,LB
Victor Martin Maia Padilha,Grêmio,75,"RB, RM"
Kauê Enaldo Lima Rodrigues,Cruzeiro,75,"CB, CDM, LB"
Davi Alexandre Parrela Ferreira,Santos,75,"CB, CDM"
Fabrio Sandro Farinha Donatelo,Palmeiras,75,"CAM, LM"
Gabriel Jairo Aníbal Rangel,Palmeiras,75,"CDM, CM"
Simão Alvin Acunha Bardini,Botafogo,75,"CAM, CF"
Allan Norberto Bardini Paneira,Santos,75,"CAM, CM, LM"
Ailton Sérgio Guevara Muscato,Atlético Mineiro,75,"CAM, CF, ST"
Adilson Patrick Edrada Pereira,Santos,75,CAM
Luan Vágner Boas Macedo,Atlético Mineiro,75,ST
Nicholas Júlio Aldair Leal,Sport Club do Recife,75,ST
Rafael Jorgino Cachoira Rebelo,Santos,75,"CB, CDM"
Dimitri Liénard,RC Strasbourg Alsace,75,"CM, CAM, LM"
Alex Meret,SPAL,74,GK
Amath Ndiaye Diedhiou,Getafe CF,74,"ST, LM, CAM"
Corentin Jean,Toulouse Football Club,74,"RM, LM, ST"
Manuel Locatelli,Milan,74,CDM
Martin Ødegaard,SC Heerenveen,74,"RW, CAM"
Giovani Lo Celso,Paris Saint-Germain,74,"CAM, CM"
Timothy Evans Fosu-Mensah,Crystal Palace,74,"RB, CB, CDM"
Alex Iwobi,Arsenal,74,LM
Kieran Tierney,Celtic,74,"LB, CB"
Matheus Fellipe Costa Pereira,GD Chaves,74,"LW, RW"
Ádám Nagy,Bologna,74,CDM
Ramadan Sobhi,Stoke City,74,"LM, RM"
Marc Roca Junqué,RCD Espanyol,74,"CDM, CM"
Bruno Alexandre Vieira Almeida,SC Braga,74,"RM, CM"
Thomas Strakosha,Lazio,74,GK
Nico Elvedi,Borussia Mönchengladbach,74,"CB, RB"
Patrick Roberts,Celtic,74,RM
Adrián Andrés Cubas,Defensa y Justicia,74,"CDM, CM"
Enes Ünal,Villarreal CF,74,ST
Mikel Merino Zazón,Newcastle United,74,"CDM, CB, CM"
Steven Bergwijn,PSV,74,"RW, LW"
Çağlar Söyüncü,SC Freiburg,74,CB
Álvaro Odriozola Arzalluz,Real Sociedad,74,"RB, RM"
Pione Sisto Ifolo Emirmija,RC Celta,74,"LW, RW"
Timo Baumgartl,VfB Stuttgart,74,CB
Maxime Lopez,Olympique de Marseille,74,CM
Sofyan Amrabat,Feyenoord,74,CM
Antonio Latorre Grueso,Valencia CF,74,"LB, LWB, LM"
Cengiz Ünder,Roma,74,"RM, LM"
David Neres Campos,Ajax,74,RW
Paulo Henrique Soares dos Santos,Portimonense SC,74,"CAM, CM, LW"
Fahad Mosaed Al Muwallad Al Harbi,Al Ittihad,74,"RM, LM, ST, CAM"
Lewis Baker,Middlesbrough,74,"CM, CAM"
Rodrigo Javier De Paul,Udinese,74,"RW, CAM, LM"
Rémi Walter,OGC Nice,74,"CM, CDM"
Fábio Rafael Rodrigues Cardoso,Rangers FC,74,CB
Wílmar Enrique Barrios Terán,Boca Juniors,74,"CDM, CM"
Jaïro Riedewald,Crystal Palace,74,"CB, CDM, LB"
Walace Souza Silva,Hamburger SV,74,"CDM, CM"
Gonçalo Manuel Ganchinho Guedes,Valencia CF,74,"ST, RM, LM"
Jorge Marco de Oliveira Morais,AS Monaco,74,LB
César Jasib Montes Castro,Monterrey,74,CB
Mouctar Diakhaby,Olympique Lyonnais,74,CB
Yusuf Yazıcı,Trabzonspor,74,"CAM, CM, LM"
Federico Ricca Rostagnol,Málaga CF,74,LB
Filipe Augusto Carvalho Souza,SL Benfica,74,"CM, CDM"
Robin Quaison,1. FSV Mainz 05,74,"LM, CF"
Marc-Oliver Kempf,SC Freiburg,74,CB
Aleksey Miranchuk,Lokomotiv Moscow,74,"CAM, ST"
Martín Benítez,Independiente,74,"CAM, LM, RM"
Ayoze Pérez Gutiérrez,Newcastle United,74,"CAM, ST, LM"
Salih Uçan,FC Sion,74,"CM, CAM"
Moses Daddy Simon,KAA Gent,74,"CF, ST, LM"
Didier  Ndong Ibrahim,Sunderland,74,CM
Jason Denayer,Galatasaray SK,74,"CB, CDM"
Leonardo B. Lohner Maia,Wolverhampton Wanderers,74,ST
Enzo Crivelli,Angers SCO,74,ST
Danilo Barbosa da Silva,SC Braga,74,"CM, CDM"
Derrick Luckassen,PSV,74,"CB, CDM, RB"
Emiliano Velázquez,Rayo Vallecano,74,CB
Milan Škriniar,Inter,74,CB
Jonás  Ramalho Chimeno,Girona FC,74,"CB, RB"
Gabriel Vasconelos Ferreira,Milan,74,GK
David Juncà Reñé,SD Eibar,74,LB
Víctor Guillermo Álvarez Delgado,Arsenal Tula,74,"LB, LM"
Moisés Gómez Bordonado,Real Sporting de Gijón,74,"LM, RM, CM, CAM"
Darwin Machís,Granada CF,74,"LM, RM, ST"
Louis Schaub,SK Rapid Wien,74,"RM, LM, CAM"
Pape Moussa Konaté,Amiens SC,74,ST
Pere Pons Riera,Girona FC,74,CM
Nicolae Claudiu Stanciu,RSC Anderlecht,74,CAM
Alexander Djiku,Stade Malherbe Caen,74,"RB, CB"
Álvaro Medrán Just,Deportivo Alavés,74,"CM, CDM, CAM"
Carlos Salcedo,Eintracht Frankfurt,74,CB
Alexandr Selikhov,Spartak Moscow,74,GK
Rúben Miguel Nunes Vezo,Valencia CF,74,"CB, RB"
Anwar El Ghazi,LOSC Lille,74,RW
Lukas Reiff Lerager,FC Girondins de Bordeaux,74,"CM, CDM"
Jordan Amavi,Olympique de Marseille,74,LB
Motaz Hawsawi,Al Ahli,74,CB
Ellyes Skhiri,Montpellier HSC,74,CDM
İrfan Can Kahveci,Medipol Başakşehir FK,74,"CAM, LM"
Omar Colley,KRC Genk,74,CB
Florian Grillitsch,TSG 1899 Hoffenheim,74,"CM, CDM, LM, RM"
Jozo Šimunović,Celtic,74,CB
윤보상 尹相仑,GwangJu FC,74,GK
Pol Mikel Lirola Kosok,Sassuolo,74,RB
Valon Berisha,FC Red Bull Salzburg,74,"CAM, LM, CM"
Shane Duffy,Brighton & Hove Albion,74,CB
Sérgio Miguel Relvas de Oliveira,FC Porto,74,"CM, CDM"
Josip Drmić,Borussia Mönchengladbach,74,"ST, RM, LM"
Jonas Svensson,AZ Alkmaar,74,RB
Bryan Dabo,AS Saint-Étienne,74,"CM, CDM, RB"
Musa Çağıran,Osmanlıspor,74,"CDM, CM"
Adama Soumaoro,LOSC Lille,74,CB
Nico Schulz,TSG 1899 Hoffenheim,74,"LB, LM"
Tomáš Kalas,Fulham,74,"CB, RB"
Benik Afobe,Bournemouth,74,ST
Oussama Tannane,UD Las Palmas,74,"RM, LM, CAM"
Jordan Ikoko,En Avant de Guingamp,74,"RB, LB"
Albert Rusnák,Real Salt Lake,74,CAM
Adrián Ricardo Centurión,Genoa,74,"LW, CAM"
Alexander Scholz,Standard de Liège,74,CB
Ivan Ricardo Neves Abreu Cavaleiro,Wolverhampton Wanderers,74,"LM, CAM, ST"
António José Pinheiro Carvalho,Moreirense FC,74,"CAM, CM, RM, LM"
Thiago Henrique Mendes Ribeiro,LOSC Lille,74,"CDM, CM, RB"
Héctor Villalba,Atlanta United,74,"RM, ST"
Joost van Aken,Sheffield Wednesday,74,CB
Fábio Miguel dos Santos Sturgeon,Vitória Guimarães,74,"LM, RM, ST"
José Manuel Rodríguez Benito,Levante UD,74,CB
이재성 李在成,Jeonbuk Hyundai Motors,74,CM
Thomas Touré,Angers SCO,74,"LM, LW, ST"
Warner Hahn,SC Heerenveen,74,GK
Ahmet Çalık,Galatasaray SK,74,CB
Gian Marco Ferrari,Sampdoria,74,CB
Adam Masina,Bologna,74,LB
Emre Akbaba,Alanyaspor,74,"CAM, CDM, CM"
Casimir Ninga,Montpellier HSC,74,"ST, LM"
Mikel Villanueva,Cádiz CF,74,CB
Jiří Pavlenka,SV Werder Bremen,74,GK
Edwin Andrés Cardona Bedoya,Boca Juniors,74,"CAM, LM, LW"
Juan Pedro Ramírez López,Girona FC,74,CB
Haris Seferović,SL Benfica,74,ST
Florian Kainz,SV Werder Bremen,74,"LM, LW, CAM, CF"
Joel Robles Blázquez,Everton,74,GK
Sergio Ezequiel Araújo,AEK Athens,74,ST
Abdul Majeed Waris,FC Lorient,74,"ST, LM, LW"
Andy Aryel Najar Rodríguez,RSC Anderlecht,74,"RB, RM"
Adam Maher,PSV,74,"CAM, CM"
Ravel Morrison,Club Atlas,74,"CAM, CM"
Ryder Matos Santos,Udinese,74,"ST, CF"
Rodrigo Ely,Deportivo Alavés,74,CB
Thievy Bifouma,Sivasspor,74,ST
Nikos Karelis,KRC Genk,74,ST
Philipp Max,FC Augsburg,74,"LB, LM"
Sven van Beek,Feyenoord,74,CB
킴진수 金珍洙,Jeonbuk Hyundai Motors,74,LB
Saulo Decarli,Club Brugge KV,74,CB
Martín Nervo,Club Atlético Huracán,74,"CB, RB"
Diego Valdés,Monarcas Morelia,74,"CAM, CM"
Marios Oikonomou,SPAL,74,CB
Firmin Ndombe Mubele,Stade Rennais FC,74,"ST, RM, LM"
Guillermo Alfonso Maripán Loaysa,Deportivo Alavés,74,CB
Daler Kuzyaev,Zenit St. Petersburg,74,"CDM, CAM"
Mimoun Mahi,FC Groningen,74,"ST, LM, RM"
Stefan Marius Johansen,Fulham,74,"CM, CDM"
Serdar Aziz,Galatasaray SK,74,CB
Nélson Miguel Castro Oliveira,Norwich City,74,ST
Nicola Rigoni,Chievo Verona,74,"CM, CDM"
Luigi Sepe,Napoli,74,GK
宇佐美 貴史,Fortuna Düsseldorf,74,"LM, ST"
Néstor Alejandro Araújo Razo,Santos Laguna,74,CB
Rafael Cabral Barbosa,Napoli,74,GK
Filip Đuričić,Sampdoria,74,"CAM, LW"
Maksim Kanunnikov,Rubin Kazan,74,"ST, RM"
Bill Hamid,DC United,74,GK
Pierre-Michel Lasogga,Leeds United,74,ST
Trent Sainsbury,Australia,74,CB
Diego Mariño Villar,Real Sporting de Gijón,74,GK
Carles Planas Antolínez,Girona FC,74,LB
Tom Ince,Huddersfield Town,74,"RW, LW, CAM"
Tolga Ciğerci,Galatasaray SK,74,"CDM, CM"
Moritz Leitner,FC Augsburg,74,"CM, CAM, RM"
Lionel Carole,Sevilla FC,74,LB
Afriyie Acquah,Torino,74,CM
Rasmus Falk Jensen,FC København,74,"LM, RM"
Ogenyi Eddy Onazi,Trabzonspor,74,"CDM, CM"
Neeskens Kebano,Fulham,74,"LW, CAM"
Diogo José Rosário Gomes Figueiras,Olympiacos CFP,74,RB
Molla Wagué,Watford,74,CB
Ousmane Dramé,Moreirense FC,74,LW
Stefan Ristovski,Sporting CP,74,"RB, RM"
Tom Rogić,Celtic,74,CAM
Anderson Daniel Plata Guillén,Independiente Santa Fe,74,ST
Miha Mevlja,Zenit St. Petersburg,74,"CB, CDM"
Ezequiel Osvaldo Cerutti,San Lorenzo de Almagro,74,"RM, ST"
Ivan Novoseltsev,Zenit St. Petersburg,74,"CB, LB"
Marko Dmitrović,SD Eibar,74,GK
Gojko Cimirot,PAOK,74,"CM, CDM"
Maurício de Carvalho António,Urawa Red Diamonds,74,CB
Muhammet Demir,Sivasspor,74,"ST, CAM"
Jack Rodwell,Sunderland,74,CM
Raúl Fernández-Cavada Mateos,Levante UD,74,GK
Paul-José M'Poku Ebunge,Standard de Liège,74,"CAM, LM, ST"
Marco Rojas,SC Heerenveen,74,RW
Mathieu Peybernès,Göztepe SK,74,CB
석현준 玄铉俊,ESTAC Troyes,74,ST
Ibragim Tsallagov,Dinamo Moscow,74,"RB, CDM"
홍철 洪喆,Sangju Sangmu FC,74,"LB, LM"
Brice Dja Djédjé,Watford,74,RB
Ricardo van Rhijn,AZ Alkmaar,74,RB
Brecht Dejaegere,KAA Gent,74,"CM, CF, LM, RM"
Mauro Silva Sousa,SC Braga,74,CDM
Abdoulaye Ba,Rayo Vallecano,74,CB
酒井 髙徳,Hamburger SV,74,"RB, CDM"
Robin Olsen,FC København,74,GK
Mitchell Dijks,Ajax,74,LB
Luca Zuffi,FC Basel 1893,74,"CDM, CM"
Adama Niane,ESTAC Troyes,74,ST
André Geraldes de Barros,Os Belenenses,74,RB
Pedro Gallese,Peru,74,GK
Franko Andrijašević,KAA Gent,74,CAM
Eren Albayrak,Atiker Konyaspor,74,"LB, LM"
Andrey Sinitsyn,FC Krasnodar,74,GK
Jakob Johansson,AEK Athens,74,"CDM, CM"
Mitchell Langerak,Levante UD,74,GK
Levan Mchedlidze,Empoli,74,ST
Adam Clayton,Middlesbrough,74,"CDM, CM"
Viktor Vasin,PFC CSKA Moscow,74,CB
Daniel Pacheco Lobato,Getafe CF,74,LM
Eloy Room,PSV,74,GK
Dennis Diekmeier,Hamburger SV,74,RB
Diego Farías da Silva,Cagliari,74,"CF, CAM, RW, LW"
Duje Čop,Standard de Liège,74,ST
Kristiano Samuel Armenteros Nunez Mendoza Jansson,Benevento,74,ST
Aleksandar Prijović,PAOK,74,"ST, CF"
Mamadou Samassa,ESTAC Troyes,74,GK
Ike Opara,Sporting Kansas City,74,CB
Kléber Laube Pinheiro,Estoril Praia,74,ST
Niklas Hult,Panathinaikos FC,74,LB
