Name,club,overall,player_positions
Zakaria Bakkali,Valencia CF,73,"RW, LW"
Otávio Edmilson da Silva Monteiro,Vitória Guimarães,73,CAM
Andrew Robertson,Hull City,73,"LB, LWB"
Ángelo Henríquez,Chile,73,ST
Danilo Cataldi,Lazio,73,"CM, CAM"
Héctor Villalba,San Lorenzo de Almagro,73,"RM, ST"
Eric Bertrand Bailly,Villarreal CF,73,CB
Luis Alberto Romero Alconchel,Deportivo de La Coruña,73,"CAM, CF, ST"
Pione Sisto Ifolo Emirmija,FC Midtjylland,73,RM
Pierre-Emile Højbjerg,FC Schalke 04,73,"CM, CDM, CAM"
Ayoze Pérez Gutiérrez,Newcastle United,73,"ST, CAM"
Gastón Rodrigo Pereiro López,PSV,73,"RW, CAM"
Sergi Gómez Solà,RC Celta,73,"CB, RB"
Atınç Nukan,RB Leipzig,73,CB
Magomed Ozdoev,Rubin Kazan,73,"CDM, CAM"
Benik Afobe,Wolverhampton Wanderers,73,ST
Will Hughes,Derby County,73,CM
Nicolás Federico López Alonso,Granada CF,73,"CF, RW, LW"
Adrien Thomasson,FC Nantes,73,"CM, LM"
Jhon Córdoba,1. FSV Mainz 05,73,ST
João Pedro Cavaco Cancelo,Valencia CF,73,RB
Frank Acheampong,RSC Anderlecht,73,"LM, LB"
Sebastián Martínez Muñoz,Universidad de Chile,73,"CDM, CM"
Lucas Melano,Portland Timbers,73,"ST, RW, LW, CAM"
Salih Uçan,Roma,73,"CM, CAM"
Ebenezer Ofori,AIK,73,CM
Harold Fabián Preciado Villarreal,Deportivo Cali,73,ST
Muhammet Demir,Gaziantepspor,73,ST
Andy Delort,Stade Malherbe Caen,73,ST
Lorenzo Crisetig,Bologna,73,"CM, CDM"
Jerry Mbakogu,Carpi,73,ST
Cristiano Piccini,Real Betis,73,"RB, RM"
Simon Thern,SC Heerenveen,73,CAM
Nicolas Benezet,En Avant de Guingamp,73,"LM, RM"
Jean-Christophe Bahebeck,AS Saint-Étienne,73,"ST, RW, LW"
Tonny Emilio Trindade de Vilhena,Feyenoord,73,CM
Lucas  Andersen,Willem II,73,"CAM, LW"
Yassin Ayoub,FC Utrecht,73,"CM, CAM"
Stefanos Kapino,Olympiacos CFP,73,GK
Filipe Augusto Carvalho Souza,SC Braga,73,"CM, CDM"
Alfonso González,Club Atlas,73,"LW, CM, LM, CAM"
Salem Al Dossari,Al Hilal,73,"RM, LM"
Rubén García Santos,Levante UD,73,"RM, CAM, LM"
Saleh Gomaa,Egypt,73,"CM, CAM"
Gustavo Leonardo Cuéllar Gallego,Junior FC,73,CDM
Lucas Zelarayán,Belgrano de Córdoba,73,"LM, CAM"
Roberto Ibáñez Castro,Granada CF,73,"RM, RW, CAM"
Yony González,Envigado FC,73,"CAM, CM"
Gastón Silva,Torino,73,"CB, LM"
Thomas Touré,FC Girondins de Bordeaux,73,"LM, ST"
Warner Hahn,Feyenoord,73,GK
Sabin Merino Zuloaga,Athletic Club de Bilbao,73,"LW, CF, CAM"
Fabián Balbuena,Paraguay,73,CB
Harry Arter,Bournemouth,73,"CM, CAM"
Henri  Lansbury,Nottingham Forest,73,"CM, CAM"
Rubén  Rochina Naixes,Granada CF,73,"LM, RM, CAM"
Franco Zuculini,Bologna,73,"CM, RM"
Ivan Martić,Spezia,73,RB
Bill Hamid,DC United,73,GK
Simon Makienok Christoffersen,Charlton Athletic,73,ST
Isaac Cofie,Carpi,73,CM
Graeme Shinnie,Aberdeen,73,"LB, RB, CDM"
Cristiano Biraghi,Granada CF,73,"LB, LM"
Víctor Guillermo Álvarez Delgado,RCD Espanyol,73,"LM, LB"
Emrah Başsan,Antalyaspor,73,"LM, LB, CAM, RM"
Bogdan Butko,Amkar Perm,73,RB
Pablo Insua Blanco,CD Leganés,73,CB
Filip Helander,Hellas Verona,73,CB
Abdoulaye Doucouré,Stade Rennais FC,73,"CM, CAM"
Günay Güvenç,Beşiktaş JK,73,GK
Brandon Mechele,Club Brugge KV,73,CB
Emanuel Insúa,Udinese,73,LB
Edgar Antonio Méndez Ortega,Granada CF,73,"LM, RM"
Serge Wilfried Kanon,ADO Den Haag,73,CB
Ümit Kurt,Sivasspor,73,"CB, LB"
Michael Lang,FC Basel 1893,73,"RB, RM, CB"
Ørjan  Håskjold Nyland,FC Ingolstadt 04,73,GK
Carlos Alberto Peña Rodríguez,Club León,73,"CM, CAM"
Callum  McManaman,West Bromwich Albion,73,"RW, ST, RM"
Luigi Sepe,Fiorentina,73,GK
Connor Wickham,Crystal Palace,73,"ST, LM"
Juan Pedro López Ramírez,Real Valladolid CF,73,CB
Koen Casteels,VfL Wolfsburg,73,GK
José Rodolfo Pires Ribeiro,Inter,73,"LM, LB"
Juan Domínguez Lamas,Deportivo de La Coruña,73,"CM, CDM, CAM"
Florian Lejeune,Girona FC,73,CB
Leandro Bacuna,Aston Villa,73,"RB, RM, CAM"
Matěj Vydra,Reading,73,"ST, CF, CAM"
Alexander Kačaniklić,Fulham,73,"LM, CAM, RM"
Trent Sainsbury,PEC Zwolle,73,CB
Antonio Manuel Luna Rodríguez,SD Eibar,73,"LB, LM"
Erick Estéfano Torres Padilla,Houston Dynamo,73,ST
Oriol Romeu Vidal,Southampton,73,CDM
Matz Sels,KAA Gent,73,GK
Jonathan Ligali,Montpellier HSC,73,GK
Romain Métanire,FC Metz,73,RB
Pedro Filipe Teodósio Mendes,Stade Rennais FC,73,CB
Moritz Leitner,Borussia Dortmund,73,"CM, CAM, RM"
Mohammed Abu,Strømsgodset IF,73,"CDM, CM"
Julián Cuesta Díaz,UD Almería,73,GK
Pavel Kadeřábek,TSG 1899 Hoffenheim,73,"RB, RM"
David Simón Rodríguez Santana,UD Las Palmas,73,"RB, RWB"
Jean-Daniel Akpa Akpro,Toulouse Football Club,73,"CM, RM, LM, RB"
Manuel Pucciarelli,Empoli,73,"CF, CAM"
Stefano Denswil,Club Brugge KV,73,CB
Jürgen Damm,Tigres U.A.N.L.,73,RM
Tiago Luis Volpi,Querétaro,73,GK
Georgi Milanov,PFC CSKA Moscow,73,"LM, RM, CDM, CAM"
Alexander Scholz,Standard de Liège,73,CB
Stanislav Kritciuk,SC Braga,73,GK
Lucas Albertengo,Independiente,73,ST
Silvan Widmer,Udinese,73,"RM, RB"
Ander Capa Rodríguez,SD Eibar,73,"RM, RB"
Jean Michaël Seri,OGC Nice,73,CM
Matias Vecino,Fiorentina,73,CM
Igor Bubnjić,Carpi,73,CB
Pedro Gallese,Peru,73,GK
Abdou Razack Traoré,Atiker Konyaspor,73,"CAM, CF, RM, LM"
Rui Pedro da Rocha Fonte,SC Braga,73,ST
Ömer Hasan Şişmanoğlu,Atiker Konyaspor,73,ST
Maurício José da Silveira Júnior,Terek Grozny,73,"CDM, CAM"
Thomas Rogne,IFK Göteborg,73,CB
Miguel Ángel Ponce Briseño,Guadalajara,73,"LB, LM"
Fyodor Smolov,FC Krasnodar,73,ST
Abdelhamid El Kaoutari,Palermo,73,CB
Etrit Berisha,Lazio,73,GK
Artur Sobiech,Hannover 96,73,ST
Aaron Cresswell,West Ham United,73,LB
Steven Zuber,TSG 1899 Hoffenheim,73,LM
Markus Henriksen,AZ Alkmaar,73,"CM, CAM"
大迫 勇也,1. FC Köln,73,"ST, CAM, CF"
윤석영 尹硕扬,Queens Park Rangers,73,LB
Emmanuel Badu,Udinese,73,"CM, CDM"
Artur Ioniţă,Hellas Verona,73,"CM, CDM"
Maxime Le Marchand,OGC Nice,73,"CB, CDM"
Fabian Giefer,FC Schalke 04,73,GK
석현준 玄铉俊,Vitória de Setúbal,73,ST
Ibrahima Baldé,Kuban Krasnodar,73,ST
Anga Dedryck Boyata,Celtic,73,"CB, RB"
Lindsay Rose,Olympique Lyonnais,73,CB
Zacharie Boucher,AJ Auxerre,73,GK
Gabriel Andrei Torje,Osmanlıspor,73,"LM, RM"
Juan Carlos Pérez López,Málaga CF,73,"LB, LM"
Jesper Drost,FC Groningen,73,"CAM, CM"
Wellington Silva Sanches Aguiar,Shakhtar Donetsk,73,"CAM, ST"
Anthony Knockaert,Standard de Liège,73,"RM, LM"
Abdoulaye Ba,Fenerbahçe SK,73,CB
Zouhair Feddal,Levante UD,73,"CB, LB"
Luka Milivojević,Olympiacos CFP,73,"CDM, CM"
Mike van der Hoorn,Ajax,73,CB
Peter Ankersen,FC København,73,RB
Raheem Adowele Lawal,Eskişehirspor,73,"CDM, CM, CAM"
Ibrahim Mohammed Ghaleb Jahshan,Al Nassr,73,"CDM, CM, CAM"
Germán  Mera Cáceres,Deportivo Cali,73,CB
Daniel Alejandro Torres Rojas,Independiente Medellín,73,"CM, CDM"
Leonardo Felipe Valencia Rossel,Universidad de Chile,73,"CAM, RM, RW"
Diego Rodríguez,Independiente,73,GK
Gonzalo Verón,New York Red Bulls,73,"LM, RM"
Andrej Kramarić,Leicester City,73,"ST, LW, CAM"
Aleksandar Pantić,SD Eibar,73,"CB, RB"
Selim Ay,Atiker Konyaspor,73,CB
Andrés Chávez,Boca Juniors,73,"LW, ST"
Aleksandar Pešić,Toulouse Football Club,73,ST
Armand Traoré,Queens Park Rangers,73,"LB, LM"
Kévin Monnet-Paquet,AS Saint-Étienne,73,"LM, RM"
Adrián  González Morales,SD Eibar,73,"CM, CAM, CDM"
Zoltán Stieber,Hamburger SV,73,"RM, LM, CAM"
Robbie Kruse,VfB Stuttgart,73,"RM, ST, LM"
Bakary Koné,Olympique Lyonnais,73,CB
Mandla Masango,Randers FC,73,"RM, CAM"
Ricky van Wolfswinkel,Real Betis,73,ST
Egor Filipenko,Málaga CF,73,"CB, RB, LB, CDM"
Marco Jhonfai Fabián De La Mora,Guadalajara,73,"CAM, LM"
Juan Torres Ruiz,Getafe CF,73,CB
Yannick Boli,FC Anzhi Makhachkala,73,ST
Luca Siligardi,Hellas Verona,73,"RW, CF"
Eloy Room,Vitesse,73,GK
İsmail Köybaşı,Beşiktaş JK,73,"LB, RB, LM, LWB"
Christian Kabasele,KRC Genk,73,CB
Nabil Bahoui,Al Ahli,73,"LM, RM"
Milton Joel Caraglio,Vélez Sarsfield,73,ST
Sergio Escudero Palomo,Sevilla FC,73,LB
Charlison Benschop,Hannover 96,73,"ST, CAM, CF"
Aleksandar Ignjovski,Eintracht Frankfurt,73,"RB, CDM, LB"
Dorian Lévêque,En Avant de Guingamp,73,LB
Diego Armando Valentin Contento,FC Girondins de Bordeaux,73,LB
Mathew Leckie,FC Ingolstadt 04,73,"LW, LM, ST"
Giulio Donati,Bayer 04 Leverkusen,73,RB
Jacques François Moubandje,Toulouse Football Club,73,"CB, LB"
홍철 洪喆,Suwon Samsung Bluewings,73,"LB, LW, RB, LM"
Ibrahima Conté,RSC Anderlecht,73,"RM, LM"
Camilo da Silva Sanvezzo,Querétaro,73,"ST, LW"
홍정호 洪正好,FC Augsburg,73,CB
Sven Schipplock,Hamburger SV,73,ST
Brecht Dejaegere,KAA Gent,73,"CAM, CDM, RM, LM"
Raúl Rodríguez Navarro,Houston Dynamo,73,"CB, RB, CDM"
Timothy Chandler,Eintracht Frankfurt,73,"RB, RM"
Mauro Silva Sousa,SC Braga,73,CDM
Jerry Akaminko,Eskişehirspor,73,"CB, RB"
Philipp Hosiner,1. FC Köln,73,ST
Alex Renato Ibarra Mina,Vitesse,73,RW
Lucas Castro,Chievo Verona,73,"LW, CAM"
Edin Višća,Medipol Başakşehir FK,73,"RM, LM"
Giorgos Katsikas,FC Twente,73,CB
Christopher Paolo César Hurtado Huertas,Reading,73,"LM, ST, RM"
Juan Cornejo,Audax Italiano,73,"LB, LM"
Víctor Cuesta,Independiente,73,CB
Julio Furch,Tiburones Rojos de Veracruz,73,ST
Antonio Di Gaudio,Carpi,73,"LM, LW"
Emre Güral,Eskişehirspor,73,ST
Saif Ahmad Saif Al Hashan,Al Shabab,73,CAM
Davide Brivio,Atalanta,73,LB
Jorge Emmanuel Torres Nilo,Tigres U.A.N.L.,73,LB
Hugo Ventura Ferreira Moura,Os Belenenses,73,GK
Emiliano Gabriel Vecchio,Colo-Colo,73,CAM
Joshua John,FC Nordsjælland,73,"LW, RW, LM"
Vurnon Anita,Newcastle United,73,"CDM, CM"
André de Castro Pereira,Kasimpaşa SK,73,"CM, CDM"
Yoel Rodríguez Oterino,Valencia CF,73,GK
Even Hovland,1. FC Nürnberg,73,CB
Konstantin Rausch,SV Darmstadt 98,73,"LM, LB"
Ivan Radovanović,Chievo Verona,73,"CM, CDM"
Rudy Gestede,Aston Villa,73,ST
Mustafa Pektemek,Beşiktaş JK,73,"CF, ST"
Gabriele Angella,Queens Park Rangers,73,CB
Cristopher Benjamín Toselli Ríos,Universidad Católica,73,GK
Maikel van der Werff,Vitesse,73,CB
Sebastián Marcelo Blanco,San Lorenzo de Almagro,73,"CAM, LM"
吉田 麻也,Southampton,73,CB
Bruno César Zanaki,Estoril Praia,73,"CAM, RW, LW"
Paul Lasne,Montpellier HSC,73,"RM, CM"
Bram Nuytinck,RSC Anderlecht,73,CB
Nick Viergever,Ajax,73,"CB, LB, CDM"
Lars Vilsvik,Strømsgodset IF,73,"RB, LB"
Pablo Chavarría,Racing Club de Lens,73,"RM, ST, RW"
Lars Unnerstall,Fortuna Düsseldorf,73,GK
Clecildo Rafael Martins Ladislau,Moreirense FC,73,"ST, LW, RW"
Matthias Ostrzolek,Hamburger SV,73,LB
Chris Löwe,1. FC Kaiserslautern,73,LB
Jonathan Guillermo Nuñez Espinoza,Club Atlético Sarmiento,73,"LM, CAM"
Gergő Lovrencsics,Lech Poznań,73,RM
David Accam,Chicago Fire,73,"LW, LM, ST"
Camilo Andrés Vargas Gil,Atlético Nacional,73,GK
Carlos Roberto Izquierdoz,Santos Laguna,73,CB
Francisco Cerro,Racing Club,73,CDM
Zainadine Chavango Júnior,CD Nacional,73,"CB, RB"
Anthony Vanden Borre,RSC Anderlecht,73,RB
Anton Shunin,Dinamo Moscow,73,GK
André Filipe Alves Monteiro,Rio Ave FC,73,"RW, LW"
James Tomkins,West Ham United,73,CB
Julio César Domínguez Juárez,Cruz Azul,73,CB
Tobias Sippel,Borussia Mönchengladbach,73,GK
Seth De Witte,KV Mechelen,73,"CB, CDM"
Pierre Bengtsson,1. FSV Mainz 05,73,"LB, LM, RB"
Carlos Eduardo Marques Carlini,Rubin Kazan,73,"CAM, RM"
Adílson Warken,Terek Grozny,73,CDM
Cristian Chagas Tarouco,Kasimpaşa SK,73,CB
Jamel Saihi,Montpellier HSC,73,"CDM, CM"
Vincent Nogueira,Philadelphia Union,73,"CM, CDM"
Romain Thomas,Angers SCO,73,CB
Cristian Oscar Maidana,Philadelphia Union,73,CAM
Edgar Milciades Benítez Santander,Querétaro,73,"LW, LM, ST"
Igor Armaş,Kuban Krasnodar,73,"CB, LB"
Sandro Ranieri Guimarães Cordeiro,Queens Park Rangers,73,"CM, CDM"
Hugo Diego Arismendi Ciapparetta,Al Shabab,73,"CDM, CB"
Jordi Figueras Montel,Real Betis,73,CB
Rami Gershon,KAA Gent,73,CB
Jagoš Vuković,Atiker Konyaspor,73,CB
Andrés José Túñez Arceo,Venezuela,73,CB
Kévin Bérigaud,Montpellier HSC,73,"ST, CF"
Ivan Strinić,Napoli,73,LB
Milan Mitrović,Mersin İdman Yurdu,73,CB
Kadir Keleş,Akhisar Belediyespor,73,LB
Mark Schwarzer,Leicester City,73,GK
Benjamin Nivet,ESTAC Troyes,73,"CAM, CM"
Juan Francisco García García,Levante UD,73,"CB, LB"
Luke Steele,Panathinaikos FC,73,GK
Jan Andreas Isaksson,Kasimpaşa SK,73,GK
Custódio Miguel Dias de Castro,Akhisar Belediyespor,73,"CDM, CM"
Lionel Mathis,En Avant de Guingamp,73,"CM, CDM"
Matthieu Delpierre,Melbourne Victory,73,CB
Steve von Bergen,BSC Young Boys,73,CB
Michaël Essien,Panathinaikos FC,73,"CDM, CM"
Markus Rosenberg,Malmö FF,73,ST
Brede Hangeland,Crystal Palace,73,CB
Shaun Maloney,Hull City,73,"CAM, RW"
Olivier Deschacht,RSC Anderlecht,73,"CB, LB"
Darren  Bent,Derby County,73,ST
Matthew  Upson,Milton Keynes Dons,73,CB
Tim Cahill,Australia,73,"ST, CM"
Massimo Maccarone,Empoli,73,ST
Chris Brunt,West Bromwich Albion,73,"LM, LB"
Kris Commons,Celtic,73,CAM
Clemens Fritz,SV Werder Bremen,73,"CM, RM, RB"
Yohann Pelé,Olympique de Marseille,73,GK
Mickaël Tacalfred,Stade de Reims,73,CB
Reto Ziegler,FC Sion,73,"LB, LM, CM"
Sérgio Paulo Barbosa Valente,Málaga CF,73,"CAM, LM"
Ferrán Corominas Telechea,RCD Mallorca,73,"LM, RM, CAM, ST"
Pedro Mario Álvarez Abrante,Real Zaragoza,73,CB
Javier Garrido Behobide,UD Las Palmas,73,"LB, LWB"
Rémi Gomis,FC Nantes,73,CDM
Achille Emaná Edzimbi,Gimnàstic de Tarragona,73,"CAM, CF, CM"
Mehmet Topuz,Fenerbahçe SK,73,"RM, RB"
Hakan Arıkan,Kayserispor,73,GK
Umut Bulut,Galatasaray SK,73,ST
Damien Perquis,Toronto FC,73,CB
Wes Morgan,Leicester City,73,CB
김진규 金金圭,FC Seoul,73,CB
Stijn Schaars,PSV,73,CDM
Massimo Gobbi,Chievo Verona,73,"LB, LM"
Jean-Pascal Mignot,FC Sochaux-Montbéliard,73,CB
Almen Abdi,Watford,73,"CAM, CM"
Kieran  Richardson,Aston Villa,73,"LM, LB"
Antolín Alcáraz Viveros,UD Las Palmas,73,CB
Walter Daniel Erviti Roldán,Club Atlético Banfield,73,CM
Alan Hutton,Aston Villa,73,RB
Santiago Martín Silva Olivera,Arsenal de Sarandí,73,ST
Leandro Sebastián Fernández,Newell's Old Boys,73,CB
Semih Şentürk,Medipol Başakşehir FK,73,ST
Serdar Kurtuluş,Beşiktaş JK,73,RB
Bekir İrtegün,Medipol Başakşehir FK,73,CB
Yalçın Ayhan,Medipol Başakşehir FK,73,CB
Leandro Greco,Hellas Verona,73,"CM, CDM"
Álvaro Rubio Robres,Real Valladolid CF,73,"CDM, CM"
Miguel Flaño Bezunartea,CA Osasuna,73,CB
Roman Pavlyuchenko,Kuban Krasnodar,73,"ST, CF"
Emanuele Calaió,Spezia,73,ST
Daryl Murphy,Ipswich Town,73,"ST, LW"
Simon  Busk Poulsen,PSV,73,LB
Mike Williamson,Newcastle United,73,CB
Fábio Santos Romeu,Cruz Azul,73,"LB, LM, CDM"
Chad Marshall,Seattle Sounders FC,73,CB
Juan Manuel Insaurralde,Jaguares de Chiapas,73,CB
Arnold Mvuemba,Olympique Lyonnais,73,"CM, CDM"
이청용 李青龙,Crystal Palace,73,"RM, LM, CAM"
Álvaro Alberto Saborío Chacón,DC United,73,ST
Moisés Alberto Muñoz Rodríguez,Club América,73,GK
Francisco Javier Rodríguez Pinedo,Cruz Azul,73,CB
Besart Berisha,Melbourne Victory,73,ST
郜林,China PR,73,"LW, RW, ST"
Mark Dennis González Hoffmann,Universidad Católica,73,"LW, LM"
Nana Kwesi Asare,KAA Gent,73,"CB, LB, LM"
Kenwyne  Jones,Cardiff City,73,ST
Cristian Campestrini,Puebla FC,73,GK
Jean André Emanuel Beausejour Coliqueo,Colo-Colo,73,"LB, LW"
Craig Bryson,Derby County,73,CM
Abraham González Casanova,RCD Espanyol,73,"CM, CDM, CAM"
Oriol Riera Magem,Deportivo de La Coruña,73,ST
François Clerc,AS Saint-Étienne,73,RB
Juan Emmanuel Culio,UD Las Palmas,73,"LM, CAM, CM"
Davide Chiumiento,FC Zürich,73,"CAM, LM, CM, CDM"
Mauro Boselli,Club León,73,ST
Alexander Baumjohann,Hertha BSC,73,CAM
Oleksandr Gladkyi,Shakhtar Donetsk,73,"ST, CF"
Ilya Abaev,Lokomotiv Moscow,73,GK
Russell Martin,Norwich City,73,"CB, RB"
Pablo César Barrientos,San Lorenzo de Almagro,73,"LM, CAM"
Guillaume Gillet,RSC Anderlecht,73,"CM, CDM, RB"
Franck Berrier,KV Oostende,73,"CAM, RM"
Bradley Wright-Phillips,New York Red Bulls,73,ST
Gabriel  Imuetinyan Agbonlahor,Aston Villa,73,"CF, ST"
Adam Federici,Bournemouth,73,GK
Marco Gastón Rubén Rodríguez,Rosario Central,73,ST
Cássio Albuquerque dos Anjos,Rio Ave FC,73,GK
Jorge Alberto Ortiz,Independiente,73,CM
José Leonardo Ulloa,Leicester City,73,ST
Melih Gökçek,Mersin İdman Yurdu,73,"LM, ST"
Alexander Ryazantsev,Zenit St. Petersburg,73,"RM, CAM"
Jérémy Sorbon,En Avant de Guingamp,73,CB
Issiar Dia,GFC Ajaccio,73,"RM, CF, LM"
Sergio Floccari,Sassuolo,73,ST
Victor Chinedu Anichebe,West Bromwich Albion,73,ST
Wayne  Hennessey,Crystal Palace,73,GK
Antonios Petropoulos,Bari,73,ST
Nicolás Ladislao Fedor Flores,Rayo Vallecano,73,ST
Henrique Sereno Fonseca,1. FSV Mainz 05,73,CB
Michael Mancienne,Nottingham Forest,73,"CB, CDM, RB, LB"
Hugo Ayala Castro,Tigres U.A.N.L.,73,CB
Andrew Surman,Bournemouth,73,CM
Ramon Leeuwin,FC Utrecht,73,CB
Marc Torrejón Moya,SC Freiburg,73,CB
Miguel Ángel De las Cuevas Barberá,Spezia,73,"CAM, LM, RM"
Rhys  Williams,Middlesbrough,73,"CB, RB"
José Manuel Rojas Bahamondes,Universidad de Chile,73,"CB, LB"
Emad Mohamed Abd El Naby Ibrahim,Egypt,73,"ST, CF"
Mariano González Maroto,Panathinaikos FC,73,"LB, LM"
Fernando José Ribeiro Alexandre,Associação Académica de Coimbra,73,CDM
Milivoje Novakovič,Slovenia,73,ST
염기훈 廉基勋,Suwon Samsung Bluewings,73,"LM, CAM, LW"
Mauricio Bernardo Victorino Dansilio,Independiente,73,"CB, RB"
Christian Camilo Marrugo Rodríguez,Independiente Medellín,73,CAM
Tore Reginiussen,Rosenborg BK,73,CB
Gaëtan Bong Songo,Brighton & Hove Albion,73,LB
Srdjan Lakić,SC Paderborn 07,73,ST
Abel Enrique Aguilar Tapia,Toulouse Football Club,73,"CDM, CM"
Romain Brégerie,FC Ingolstadt 04,73,CB
Ânderson Miguel da Silva,Spezia,73,ST
Javier Hernán García,Club Atlético Tigre,73,GK
Ragnar Sigurðsson,FC Krasnodar,73,CB
Stevica Ristić,Jeonnam Dragons,73,ST
细贝 萌,Bursaspor,73,CDM
Mergim Mavraj,1. FC Köln,73,CB
Gabriel Iván Mercado,River Plate,73,"RB, CB"
Lasse Vibe,Brentford,73,"ST, RM"
Ádám Bogdán,Liverpool,73,GK
Vincent Bessat,Stade Malherbe Caen,73,"LM, LB, LW, CM"
Luís Miguel Lopes Mendes,Estoril Praia,73,RB
Assani Lukimya-Mulongoti,SV Werder Bremen,73,CB
Panagiotis Glykos,PAOK,73,GK
Diego Ângelo de Oliveira,Antalyaspor,73,CB
Albert Danquah Adomah,Middlesbrough,73,"RM, RW, LM"
Tsepo Peter Masilela,Kaizer Chiefs,73,LB
Marcos Antonio Cáceres Centurión,Newell's Old Boys,73,"RB, CB"
Foued Kadir,Real Betis,73,"RM, CAM, LM"
Júnior Enrique Díaz Campbell,SV Darmstadt 98,73,"LB, LWB, CB"
Lex Immers,Feyenoord,73,CM
Edimar Curitiba Fraga,Rio Ave FC,73,LB
Marvin Martin,LOSC Lille,73,"CAM, CM"
Reneilwe Letsholonyane,Kaizer Chiefs,73,"CM, CDM"
Johannes Flum,Eintracht Frankfurt,73,"CDM, CM, CB"
Marcelo Alejandro Estigarribia Balmori,Atalanta,73,"RM, LM"
Bernard Parker,Kaizer Chiefs,73,"CF, ST, LM"
Ervin Zukanović,Sampdoria,73,"LB, CB"
Osama Abdulrezag Hawsawi,Al Ahli,73,CB
Mario Rondón,Venezuela,73,RW
Marcelo Fazzio Sarvas,Colorado Rapids,73,CM
Fábio Ricardo Gomes Fonseca,Málaga CF,73,"CAM, LM"
Brou Benjamin Angoua,En Avant de Guingamp,73,CB
Doctor Siyabonga Sangweni,Orlando Pirates,73,"CB, RB"
Abraham  Minero Fernández,Real Zaragoza,73,"LB, LM"
Michael Antonio Arroyo Mina,Club América,73,"LM, LW, ST"
Jonathan Delaplace,Stade Malherbe Caen,73,CM
Mathieu Duhamel,Le Havre AC,73,ST
Wesley Lautoa,FC Lorient,73,CB
Mustafa Yumlu,Trabzonspor,73,CB
Anaitz Arbilla Zabala,RCD Espanyol,73,"RB, RM"
Etiënne Reijnen,FC Groningen,73,CB
Iasmin Latovlevici,Gençlerbirliği SK,73,"LB, LM"
Evanildon Fernandes Gomes,FC Arouca,73,"LW, CM"
Carlos Sebastián Sosa Silva,Pachuca,73,GK
Emerson Ramos Borges,Livorno,73,"CB, CDM"
Jehad Fadel Al Hussain,Al Taawoun,73,"CAM, RM, CM"
Lucas Wílchez,Club Atlético Tigre,73,"LM, RM"
Washington Camacho,Racing Club,73,"LM, CM"
Aytaç Sulu,SV Darmstadt 98,73,CB
Mathías Corujo,Universidad de Chile,73,"RB, RM"
Lamine Diarra,Antalyaspor,73,ST
Unai López Cabrera,Bilbao Athletic,72,"CAM, CM, RW"
Nathan Allan de Souza,Vitesse,72,"CAM, RW, LW"
Timo Werner,VfB Stuttgart,72,"LM, ST"
Sandro  Ramírez Castillo,FC Barcelona,72,"LW, RW, ST"
Erick Gutiérrez,Pachuca,72,"CM, CDM"
Okay Yokuşlu,Trabzonspor,72,"CM, CDM, CAM"
Paul Nardi,AS Monaco,72,GK
Jack Grealish,Aston Villa,72,"LM, CAM"
Javier Manquillo Gaitán,Olympique de Marseille,72,RB
Davie Selke,RB Leipzig,72,ST
Simone Scuffet,Como,72,GK
Nicola Leali,Frosinone,72,GK
Calum Chambers,Arsenal,72,RB
Bryan Cristante,SL Benfica,72,"CM, CDM"
Pape Moussa Konaté,FC Sion,72,"ST, RW"
Karol Linetty,Lech Poznań,72,CDM
Álvaro Medrán Just,Getafe CF,72,"CM, CDM"
Thomas Lemar,AS Monaco,72,"RM, RW, CM"
José Mauri,Milan,72,CM
Mario Pašalić,AS Monaco,72,"CDM, CM"
Massadio Haïdara,Newcastle United,72,LB
Jon Flanagan,Liverpool,72,"RB, LB"
Simon Tibbling,FC Groningen,72,"CM, CDM"
Yannick Gerhardt,1. FC Köln,72,"CM, CDM"
Rafael Santos Borré,Deportivo Cali,72,ST
Gonzalo Nicolás Martínez,River Plate,72,LM
Benjamin Jeannot,FC Lorient,72,ST
Borja González Tomás,SD Eibar,72,ST
Alexander Milošević,Beşiktaş JK,72,CB
Kyle Ebecilio,Nottingham Forest,72,"CM, CDM"
Robin Quaison,Palermo,72,CAM
Ederson Santana de Moraes,SL Benfica,72,GK
Martín Vladimir Rodríguez Torrejón,Colo-Colo,72,"LW, RW, CAM"
Gastón Gil Romero,Estudiantes de La Plata,72,CM
Adrián Embarba Blazquez,Rayo Vallecano,72,"LM, RM"
Wallyson Teixeira Mallmann,OGC Nice,72,"CM, CAM, CDM"
Fábio Santos Martins,FC Paços de Ferreira,72,"LM, RM"
Florin Andone,Córdoba CF,72,ST
Omar Elabdellaoui,Olympiacos CFP,72,"RB, RM"
Steve Cook,Bournemouth,72,CB
Joel Obi,Torino,72,"CM, RM"
Jonathan Williams,Nottingham Forest,72,"CAM, LW, CM"
Nicolai Larsen,Aalborg BK,72,GK
Stuart Armstrong,Celtic,72,CAM
Marcel Sabitzer,RB Leipzig,72,"ST, RM, LM"
Iñigo Ruiz de Galarreta Etxeberria,CD Leganés,72,"CM, CDM, CAM"
André Biyogo Poko,FC Girondins de Bordeaux,72,"CM, CDM, RM"
Louis Schaub,SK Rapid Wien,72,"RM, RW, CAM, LW"
Frederico André Ferrão Venâncio,Vitória de Setúbal,72,CB
