Name,club,overall,player_positions
Maxime Lestienne,Standard de Liège,73,"LW, RW"
Costel Pantilimon,Nottingham Forest,73,GK
Sebastian Polter,1. FC Union Berlin,73,ST
Maxime Le Marchand,Fulham,73,"CB, LB"
Ezequiel Schelotto,Brighton & Hove Albion,73,"RB, RM, RWB"
Alan Pulido,Guadalajara,73,ST
Mateusz Klich,Leeds United,73,CM
Vincent Le Goff,FC Lorient,73,LB
Fabio Pisacane,Cagliari,73,"CB, RB"
Douglas Pereira dos Santos,Beşiktaş JK,73,"RB, RM"
Francesco Bardi,Frosinone,73,GK
Fallou Diagne,Atiker Konyaspor,73,"CB, CDM"
Nenad Tomović,Chievo Verona,73,"CB, RB"
岡崎 慎司,Málaga CF,73,"CAM, CF"
Juan Carlos Martín Corral,Girona FC,73,GK
Jagoš Vuković,Olympiacos CFP,73,CB
석현준 玄铉俊,Stade de Reims,73,ST
Esteban Paredes,Colo-Colo,73,ST
Serdar Gürler,Göztepe SK,73,"RM, RW"
Marlon Pack,Cardiff City,73,"CDM, CM"
Gabriel Moisés Antunes da Silva,AS Saint-Étienne,73,"LB, LWB"
Alejandro Arribas Garrido,Real Oviedo,73,CB
Samuel Sáiz Alonso,Girona FC,73,"CAM, CM, LM"
Miguel Ángel Guerrero Martín,Olympiacos CFP,73,ST
Greg Cunningham,Blackburn Rovers,73,LB
Germán Sánchez Barahona,Granada CF,73,CB
Raúl García Carnero,Getafe CF,73,"LB, CB, LM"
Mathias Autret,Stade Brestois 29,73,"CAM, LM"
Anthony Ujah,1. FC Union Berlin,73,ST
Javier Fabián Toledo,Atlético Tucumán,73,ST
Vincent Pajot,Angers SCO,73,"CM, CDM"
Francesc Aday Benítez Caraballo,Girona FC,73,"LWB, RWB"
Antonio Manuel Luna Rodríguez,Levante UD,73,"LB, LM"
Abdoulaye Bamba,Angers SCO,73,"RB, LB, RWB"
Marc Rzatkowski,New York Red Bulls,73,"CM, CDM"
Bryan Linssen,Vitesse,73,"ST, LM"
Pablo Chavarría,RCD Mallorca,73,"ST, RM"
Matías Aguirregaray Guruceaga,Al Fateh,73,"RB, LB"
Bartosz Bereszyński,Sampdoria,73,RB
Juan Ezequiel Cuevas,CD Everton de Viña del Mar,73,"RW, LW, LM"
José Vicente Gómez Umpiérrez,Deportivo de La Coruña,73,"CM, CDM, CAM"
Aras Özbiliz,Beşiktaş JK,73,RW
Santiago García,Deportivo Toluca,73,"CB, LB"
Barry Douglas,Leeds United,73,LB
Tim Melia,Sporting Kansas City,73,GK
Bogdan Stancu,Gençlerbirliği SK,73,"ST, LM"
André Renato Soares Martins,Legia Warszawa,73,"CM, CDM"
Oliver Sorg,1. FC Nürnberg,73,"RB, CB"
Brecht Dejaegere,KAA Gent,73,"CM, RM, CDM"
Ivan Strinić,Milan,73,LB
Michal Frydrych,SK Slavia Praha,73,"CB, RB"
Paul-Georges Ntep de Madiba,VfL Wolfsburg,73,"LM, LW, ST"
Nemanja Nikolić,Chicago Fire,73,ST
Nicolas Benezet,Toronto FC,73,"LM, CAM"
Ola John,Vitória Guimarães,73,"RM, LM"
Marvin Knoll,FC St. Pauli,73,"CDM, CB"
Anderson Patric Aguiar Oliveira,Gamba Osaka,73,ST
Aden Flint,Cardiff City,73,CB
José Ignacio Peleteiro Ramallo,Aston Villa,73,RW
Alejandro Martínez Sánchez,Granada CF,73,LB
Oliver Kragl,Benevento,73,"LM, CM, LWB"
Gabriel Agustín Hauche,Argentinos Juniors,73,"LM, ST, LW"
Fabio Lucioni,Lecce,73,CB
Pablo Hervías Rubio,Real Valladolid CF,73,"RM, LM"
Evanildo Fernandes Gomes,Al Taawoun,73,LM
Iván Sánchez Aguayo,Elche CF,73,"RM, LM"
Dieumerci N'Dongala,KRC Genk,73,"RW, RM"
Edigar Junio Teixeira Lima,Yokohama F. Marinos,73,"ST, RW, LW"
Carlos Sebastián Sosa Silva,Monarcas Morelia,73,GK
Luca Ceppitelli,Cagliari,73,CB
Erik Berg,Djurgårdens IF,73,CB
Kalifa Coulibaly,FC Nantes,73,ST
Tristan Dingomé,Stade de Reims,73,"CAM, CM"
Roman Bezus,KAA Gent,73,"CAM, CM"
Roberto Torres Morales,CA Osasuna,73,"RM, LM, CAM"
Matt Hedges,FC Dallas,73,CB
Sebastian Andersson,1. FC Union Berlin,73,ST
Miler Alejandro Bolaños Reascos,Club Tijuana,73,"RM, CAM, ST"
Matías Dituro,Universidad Católica,73,GK
El-Hadji Baye Oumar Niasse,Everton,73,ST
Roman Zozulya,Albacete BP,73,ST
Peter Ankersen,FC København,73,RB
Romário Ricardo da Silva,Al Ittihad,73,"ST, LM"
Gerso Fernandes,Sporting Kansas City,73,"LW, RW"
Souleymane Doukara,Antalyaspor,73,ST
Salem Al Dawsari,Al Hilal,73,"LM, RM"
Vincent Laurini,Parma,73,RB
Víctor Rodríguez Romero,Seattle Sounders FC,73,"LM, RM, CAM"
Alexandru Iulian Maxim,1. FSV Mainz 05,73,"CAM, CM, LM"
Pedro Miguel Martins Santos,Columbus Crew SC,73,"RM, CAM, LM"
Christopher Paolo César Hurtado Huertas,Atiker Konyaspor,73,CAM
Gianluca Lapadula,Lecce,73,ST
Álejandro Gallar Falguero,SD Huesca,73,RM
Jérôme Gondorf,SC Freiburg,73,"CM, CDM"
Adis Jahović,Yeni Malatyaspor,73,ST
김승대 金承大,Jeonbuk Hyundai Motors,73,"ST, CAM"
Laurent Depoitre,KAA Gent,73,ST
金崎 夢生,Sagan Tosu,73,ST
Antonio José Rodríguez Díaz,Granada CF,73,"LM, RM"
Arsénio Martins Lafuente Nunes,Al Fayha,73,"RW, LW"
Ayron Del Valle Rodríguez,Querétaro,73,"ST, RM"
Esteban Andres Pavez Suazo,Chile,73,"CM, CDM"
Danilo Moreno Asprilla,Al Shabab,73,"ST, RW, LM"
Fredy Hinestroza Arias,Junior FC,73,"LM, RM"
Andrés Felipe Correa Osorio,Once Caldas,73,CB
John Stiven Mendoza Valencia,Amiens SC,73,"LM, LW"
Jhon Stefan Medina Ramírez,Monterrey,73,"RB, CB"
Sherman Andrés Cárdenas Estupiñán,Atlético Bucaramanga,73,"CAM, RM, LM"
Víctor Hugo Ayala Núñez,Gimnasia y Esgrima La Plata,73,"CM, CDM"
Nicolás Pasquini,Club Atlético Lanús,73,"LB, LWB"
Gastón Lezcano,Monarcas Morelia,73,"RM, LM, RW"
Federico Lértora,Club Atlético Colón,73,CDM
Leonardo Jara,DC United,73,"RB, RWB"
Antonio Di Gaudio,Hellas Verona,73,LW
Anderson Daniel Plata Guillén,Deportes Tolima,73,"RW, ST, RM"
Kendall Jamaal Waston Manley,FC Cincinnati,73,CB
Aníbal Cesis Godoy,San Jose Earthquakes,73,"CDM, CM"
原口 元気,Hannover 96,73,"RM, LM"
Facundo Sánchez,Estudiantes de La Plata,73,"RB, RM, RWB"
Sergio Javier Vittor,Club Atlético Banfield,73,CB
Andrés Mosquera,Club León,73,"CB, RB"
Matías Pisano,América de Cali,73,"RW, CAM, RM"
Didier Delgado,Independiente Medellín,73,"RM, RB"
Jonatan Cristaldo,Racing Club,73,ST
Federico Melchiorri,Perugia,73,ST
Michael David Barrios Puerta,FC Dallas,73,"RM, RW, ST"
Themba Zwane,South Africa,73,"LW, CAM, RW"
Rolando García Guerreño,Club Atlético Lanús,73,CB
Andrés Ibargüen,Club América,73,"LM, LW"
Cesar Fernando Silva Melo,Daegu FC,73,"LW, RW, CM"
António Manuel Pereira Xavier,CD Tondela,73,"LW, RW"
Andrei Girotto,FC Nantes,73,"CDM, CM"
Joaquín Laso,Atlético de San Luis,73,"CB, RB"
Jaime Tomás Abravanel Mestres,CSA - AL,73,GK
Frederico Peter Cabral Bardini,Atlético Mineiro,73,GK
Júlio César Pires Feitosa,Bahia,73,RB
Vinicius Lúcio Cardenha Caeiro,Fluminense,73,"RB, CB"
Ailton Jonas Valpaços Salazar,Atlético Mineiro,73,"CB, CDM"
Juliano Wagner Mascarinhas Concp.,Grêmio,73,CDM
Gustavo Rafael Lobateiro Gomes,Internacional,73,"CAM, ST, CF"
Evandro Sérgio Rochedo Paulino,Atlético Mineiro,73,ST
Michel David Cruceiro Muscato,Atlético Mineiro,73,"CDM, CM"
Pierre Tomás Torres De Faria,Santos,73,GK
Nivaldo Mateus Serpa Pombal,Chapecoense,73,GK
Oswaldo Germano Cuba Correia,Chapecoense,73,"LB, CAM, LM"
Mauro Pierre Cildinho Conradi,Avaí FC,73,RB
Éder Marvin Oliveira Simão,Cruzeiro,73,CB
Paolito Jesus Serra Fonseca,Botafogo,73,CB
Pietro Maurício Mendes Abranches,Bahia,73,"CAM, ST"
Luis David Couprins Acuna,Atlético Paranaense,73,CDM
Marcos Alam Paneira Almeida,Bahia,73,"CDM, CM, RM"
Gustavo Rafael Outomouro Tófoli,Internacional,73,"ST, LM"
Benjamin Chris Meseira Zonta,Chapecoense,73,RB
Carlos de Pena,Dynamo Kyiv,73,LM
Nejc Skubic,Atiker Konyaspor,73,RB
Carlos Andrés Peralta Barrios,La Equidad,73,ST
森岡 弘良太,Sporting de Charleroi,73,"CAM, CF"
東口 順昭,Gamba Osaka,73,GK
塩谷 司,Al Ain FC,73,"LB, CB, CDM"
Diego Martín Zabala Morales,Rosario Central,73,RM
Bakaye Dibassy,Amiens SC,73,"LB, CB"
Efecan Karaca,Alanyaspor,73,"RM, CAM"
Dimitri Liénard,RC Strasbourg Alsace,73,"CM, LWB"
Douglas Arthur Armeira Bahia,CSA - AL,73,RB
Mehdi Taremi,Rio Ave FC,73,ST
Anthony Alfárnez,Ecuador,73,ST
Víctor Sabanter,Ecuador,73,"CDM, CM, RM"
Erick Lardero,Ecuador,73,ST
Thiago Almada,Vélez Sarsfield,72,"CAM, LW, ST"
Alphonso Davies,FC Bayern München,72,"LM, RM, LB"
Yari Verschaeren,RSC Anderlecht,72,"CAM, RM, LM"
Javairô Dilrosun,Hertha BSC,72,"LM, RM"
Alexis Claude Maurice,FC Lorient,72,"LM, CAM"
Boubakary Soumaré,LOSC Lille,72,"CM, CDM"
Reiss Nelson,Arsenal,72,"RW, LW, LM"
João Pedro Neves Filipe,SL Benfica,72,"LM, RM, CF"
Diego Lainez Leyva,Real Betis,72,"RM, LM, CAM"
Maximillian James Aarons,Norwich City,72,RB
Mateus Tetê,Shakhtar Donetsk,72,"LM, CAM"
Daniel James,Manchester United,72,"LM, LW, RM"
Sean Longstaff,Newcastle United,72,"CM, CAM"
Alessandro Bastoni,Inter,72,CB
Mickaël Cuisance,FC Bayern München,72,CM
Dennis Man,FCSB (Steaua),72,"RM, RW"
Nuno Albertino Varela Tavares,SL Benfica,72,"LB, RB"
Marvin Mehlem,SV Darmstadt 98,72,"CAM, LM"
Braian Cufré,Vélez Sarsfield,72,"LB, LWB"
Jamal Lewis,Norwich City,72,LB
Ayrton Lucas Dantas de Medeiros,Spartak Moscow,72,LB
Fikayo Tomori,Chelsea,72,CB
Diogo Filipe Monteiro Pinto Leite,FC Porto,72,CB
Iván Gómez,Estudiantes de La Plata,72,"CDM, CM"
Ovie Ejaria,Reading,72,"CM, LM"
Anthony Caci,RC Strasbourg Alsace,72,"CB, LWB"
Jordan Torunarigha,Hertha BSC,72,"CB, LB"
Gastón Alberto Togni,Independiente,72,"LW, LM"
Szymon Żurkowski,Fiorentina,72,CM
Andreas Skov Olsen,Bologna,72,"RW, ST"
Nicolás Iván González,VfB Stuttgart,72,"ST, LM"
Colin Dagba,Paris Saint-Germain,72,RB
Perr Schuurs,Ajax,72,CB
Cody Mathès Gakpo,PSV,72,"RW, LW"
Tudor Băluță,Brighton & Hove Albion,72,"CDM, CB"
Aihen Muñoz Capellán,Real Sociedad,72,"LB, LW"
Simone Scuffet,Udinese,72,GK
Sebastiano Luperto,Napoli,72,CB
Juan Cruz Komar,Club Atlético Talleres,72,CB
Jérémie Boga,Sassuolo,72,"LM, RM, ST"
Jorge Sáenz de Miera,RC Celta,72,CB
Scott McKenna,Aberdeen,72,CB
Benjamin Tetteh,Sparta Praha,72,ST
Leonardo Duarte da Silva,Milan,72,"CB, RB"
Lucas Fernandes da Silva,Portimonense SC,72,"CM, CAM"
Gregor Kobel,VfB Stuttgart,72,GK
Fodé Ballo-Touré,AS Monaco,72,"LB, LM"
Luca Vido,Crotone,72,"ST, CF"
Konstantinos Galanopoulos,AEK Athens,72,"CDM, CM"
Kevin Rüegg,FC Zürich,72,"RB, CDM"
Omar Federico Alderete Fernández,FC Basel 1893,72,"CB, LB"
Manuel Morlanes Ariño,Villarreal CF,72,CM
Hüseyin Türkmen,Trabzonspor,72,CB
Matt Targett,Aston Villa,72,"LB, LWB"
Jérôme Junior Onguéné,FC Red Bull Salzburg,72,CB
Adrián Marín Gómez,Deportivo Alavés,72,LB
Jhon Murillo,CD Tondela,72,"RW, ST, LW"
Florian Ayé,Brescia,72,ST
Ronaldo Augusto Vieira Nan,Sampdoria,72,"CDM, CM"
Luis Abram,Vélez Sarsfield,72,CB
Eduard Atuesta,Los Angeles FC,72,"CDM, CM"
Sebastian Vasiliadis,SC Paderborn 07,72,"CM, CDM, CAM"
David Lischka,Sparta Praha,72,CB
Alberto Cerri,Cagliari,72,ST
Serhou Guirassy,Amiens SC,72,"ST, LW"
Edimilson Fernandes,1. FSV Mainz 05,72,"CM, CDM"
Sebastián Ignacio Vegas Orellana,Monarcas Morelia,72,"CB, LB"
Stefan Posch,TSG 1899 Hoffenheim,72,CB
Daniele Verde,AEK Athens,72,"RM, CF"
Leonardo Cesar Jardim,LOSC Lille,72,GK
Mohamed Salim Fares,SPAL,72,"LM, LB, LW"
Samuel Adegbenro,Rosenborg BK,72,"LW, RW, ST"
Isaac Mbenza,Huddersfield Town,72,"ST, RW"
Assane Dioussé El Hadji,AS Saint-Étienne,72,"CM, CDM"
Emre Mor,Galatasaray SK,72,"LW, ST, RW"
Adalberto Peñaranda,Watford,72,ST
Lukas Mühl,1. FC Nürnberg,72,CB
Gonzalo Escobar,Club Atlético Colón,72,LB
Myziane Maolida,OGC Nice,72,"LW, ST"
Bernard Tekpetey,Fortuna Düsseldorf,72,"RM, ST, LM"
Michael Amir Murillo Bermudez,New York Red Bulls,72,"RB, CB"
Elvis Rexhbeçaj,VfL Wolfsburg,72,"CM, LB"
Dimitris Limnios,PAOK,72,"LM, RM"
Ionuț Nedelcearu,Romania,72,CB
Braian Samudio,Çaykur Rizespor,72,"LM, RM"
Brandon Thomas Llamas,CA Osasuna,72,"ST, LM"
Ben Davies,Preston North End,72,CB
Fábio Rafael Rodrigues Cardoso,Santa Clara,72,CB
Brayan Cortés,Colo-Colo,72,GK
Francesco Vicari,SPAL,72,CB
Saúl García Cabrero,Deportivo Alavés,72,LB
Josh Brownhill,Bristol City,72,"CM, CDM"
Omar Nicolás Govea García,SV Zulte-Waregem,72,"CDM, CM"
Carlos Armando Gruezo Arboleda,FC Augsburg,72,"CDM, CM"
Aaron Leya Iseka,Toulouse Football Club,72,ST
Raúl Gudiño,Guadalajara,72,GK
Joël Drommel,FC Twente,72,GK
Sergi Palencia Hurtado,AS Saint-Étienne,72,RB
Álvaro David Montero Perales,Deportes Tolima,72,GK
Arturo Calabresi,Bologna,72,"CB, RB"
Enock Kwateng,FC Girondins de Bordeaux,72,RB
Russell Canouse,DC United,72,"CDM, CM"
Roland Sallai,SC Freiburg,72,LM
Oghenekaro Etebo,Stoke City,72,"CM, CDM"
Didier Lamkel Zé,Royal Antwerp FC,72,"RM, LM, CM"
Jerdy Schouten,Bologna,72,"CDM, CM"
Marc Cardona Rovira,CA Osasuna,72,"ST, LM"
Isak Pettersson,IFK Norrköping,72,GK
James Léa Siliki,Stade Rennais FC,72,"CM, CDM"
Gastón Nicolás Reniero,Racing Club,72,"ST, CAM, RM"
Luther Singh,Moreirense FC,72,"RW, LW"
Ignacio Vidal Miralles,CA Osasuna,72,"RB, RWB"
Michal Sáček,Sparta Praha,72,"CM, CDM, RB"
Denis Vavro,Lazio,72,CB
Dragoș Nedelcu,FCSB (Steaua),72,CDM
Heriberto Moreno Borges Tavares,Boavista FC,72,"LM, RM, ST"
Carlos Vinícius Alves Morais,SL Benfica,72,ST
Mathías Suárez,Montpellier HSC,72,"RWB, RB"
Bradley de Nooijer,FC Viitorul,72,LB
Ali Musrati,Vitória Guimarães,72,CDM
Alfonso González,Monterrey,72,"CM, CAM"
Alberto Barison,Pordenone,72,CB
Alen Halilović,Standard de Liège,72,"RW, CAM"
Ebenezer Ofori,New York City FC,72,"CM, CDM"
Carlos Alberto Carvalho Silva Jr.,Santa Clara,72,"LW, ST, CAM"
Efthymios Koulouris,Toulouse Football Club,72,ST
Benson Manuel,KRC Genk,72,"LW, RW"
Zsolt Kalmár,Hungary,72,"CAM, CM"
Orkan Çınar,Beşiktaş JK,72,RM
Samuel Bastien,Standard de Liège,72,"CM, CAM"
Sofyan Amrabat,Club Brugge KV,72,CM
Juan Ferney Otero Tovar,Amiens SC,72,"RM, ST, RW"
Daniel Crowley,Birmingham City,72,"CAM, CM"
Marlos Moreno,Portimonense SC,72,"LW, RW"
Antonin Bobichon,Nîmes Olympique,72,"CM, LM"
Diego González Polanco,Málaga CF,72,"CB, LB"
Jack Harper,AD Alcorcón,72,"ST, CAM"
Aitor Cantalapiedra,FC Twente,72,RW
Alessandro Murgia,SPAL,72,"CM, CDM"
Konstantinos Tsimikas,Olympiacos CFP,72,"LB, LWB"
鈴木 優磨,Sint-Truidense VV,72,"ST, LM, RM"
Jorge Sánchez,Club América,72,"LB, RB"
Domingos Sousa Coutinho Meneses Duarte,Granada CF,72,CB
Jacinto Muondo Dala,Sporting CP,72,"ST, CAM, RW"
Santiago Comesaña Veiga,Rayo Vallecano,72,"CM, CDM"
José Rodríguez,Club León,72,CDM
Bassem  Srarfi,OGC Nice,72,RW
Leonardo Koutris,Olympiacos CFP,72,"LB, LM"
Lukáš Kalvach,Viktoria Plzeň,72,CDM
Cheick Doukouré,Levante UD,72,"CDM, CM"
Josh Murphy,Cardiff City,72,"LM, ST, RM"
Simon Tibbling,Brøndby IF,72,"CM, LW"
Ben Osborn,Sheffield United,72,"LWB, LB, LM"
Corentin Jean,Toulouse Football Club,72,"RM, ST"
Matt Grimes,Swansea City,72,"CM, CDM"
Jordan Jones,Rangers FC,72,"LM, LW, CAM"
Iver Fossum,Hannover 96,72,"CM, CAM, CDM"
Boli Bolingoli,Celtic,72,"LB, LW"
Daley Sinkgraven,Bayer 04 Leverkusen,72,"LB, CM"
Julien De Sart,KV Kortrijk,72,"CDM, CM"
Didier  Ndong Ibrahim,Dijon FCO,72,"CDM, CM"
Stipe Perica,Udinese,72,ST
Ethan Horvath,Club Brugge KV,72,GK
David Costas Cordal,RC Celta,72,CB
Mohamed Kanno,Al Hilal,72,"CDM, CM"
Federico Mattiello,Cagliari,72,"RM, LM"
Luca Mazzitelli,Sassuolo,72,"CM, CDM"
Carlos Martín Vigaray,Real Zaragoza,72,RB
Peter Michorl,LASK Linz,72,"CM, CDM"
Chadrac Akolo,Amiens SC,72,"RM, CAM, ST"
Smail Prevljak,FC Red Bull Salzburg,72,"ST, CAM"
Juan Muñoz Muñoz,CD Leganés,72,ST
Julian Pollersbeck,Hamburger SV,72,GK
Jean Butez,Royal Excel Mouscron,72,GK
Marvin Gakpa,FC Metz,72,"CM, LM"
Nuno Miguel Gomes dos Santos,Rio Ave FC,72,"LW, RW"
Jean Evrard Kouassi,Wuhan Zall,72,"LW, LM"
Christopher Ikonomidis,Perth Glory,72,"ST, LW"
Maksym Malyshev,Shakhtar Donetsk,72,CDM
Kristian Pedersen,Birmingham City,72,"LWB, LB, CB"
Adama Diakhaby,Huddersfield Town,72,"RW, LW"
Nana Opoku Ampomah,Fortuna Düsseldorf,72,"LM, ST"
Carlos Antonio de Souza Júnior,FC Lugano,72,"ST, LW, LM"
Jandrei Chitolina Carniel,Genoa,72,GK
Matías de los Santos,Vélez Sarsfield,72,CB
Bryan Acosta,FC Dallas,72,"CM, LM"
Artem Besedin,Dynamo Kyiv,72,ST
Aleš Čermák,Viktoria Plzeň,72,"CAM, CM"
Gabriel Fernández,RC Celta,72,ST
Marvin Ducksch,Hannover 96,72,ST
André Hoffmann,Fortuna Düsseldorf,72,"CB, CDM"
Stefan Ortega Moreno,DSC Arminia Bielefeld,72,GK
Nick Powell,Stoke City,72,CAM
Tomáš Kalas,Bristol City,72,CB
Diego Santiago Fagúndez Pepe,New England Revolution,72,"CAM, LM, CM"
Marcel Franke,Hannover 96,72,CB
Marcus Bettinelli,Fulham,72,GK
Iván López Mendoza,Levante UD,72,"RB, RWB"
Patrick Bamford,Leeds United,72,ST
Quentin Beunardeau,CD Aves,72,GK
Cristian Benavente,FC Nantes,72,"CAM, LM, CF"
Kristoffer Peterson,Swansea City,72,LM
Ramon Olamilekan Azeez,Granada CF,72,"CDM, CM, CAM"
Uroš  Radaković,Sparta Praha,72,CB
Stole Dimitrievski,Rayo Vallecano,72,GK
John Swift,Reading,72,"CAM, CM"
Steven Moreira,Toulouse Football Club,72,"RB, CB"
Simon Gustafson,FC Utrecht,72,"CM, CAM"
Paulo César Díaz Huincales,River Plate,72,"CB, CDM, RB"
Sebastian Schonlau,SC Paderborn 07,72,CB
Agustín Allione,Rosario Central,72,"RM, LM, CAM"
Pieter Gerkens,RSC Anderlecht,72,"CAM, CF, CM"
Erik Nascimento de Lima,Yokohama F. Marinos,72,"ST, RW, LW"
Marios Oikonomou,AEK Athens,72,CB
Josip Elez,Hannover 96,72,CB
Daniel Pedro Calvo San Román,Elche CF,72,CB
Vyacheslav Karavaev,Vitesse,72,RB
Saîf-Eddine Khaoui,Olympique de Marseille,72,"CAM, RM"
Alexandre Mendy,FC Girondins de Bordeaux,72,ST
Mattia Bani,Bologna,72,CB
Mamadou Jean-Luc Diarra Dompé,KAA Gent,72,"LW, RW"
Carlos Apna Embaló,KAS Eupen,72,"LM, RW, CAM"
Cristian Omar Espinoza,San Jose Earthquakes,72,"RM, LM, RW"
Ivo Tiago dos Santos Rodrigues,Royal Antwerp FC,72,"LM, RM"
Anderson José Lopes de Souza,Hokkaido Consadole Sapporo,72,"ST, RW, LW"
László Kleinheisler,Hungary,72,"CAM, CDM"
Simen  Kristiansen Juklerød,Royal Antwerp FC,72,"LB, RM, LM"
Nikola Dovedan,1. FC Nürnberg,72,"CF, CAM, LM"
Pierre-Yves Hamel,FC Lorient,72,ST
Nazim Sangaré,Antalyaspor,72,RB
Félix Eboa Eboa,En Avant de Guingamp,72,CB
David Jensen,FC Utrecht,72,GK
Andy Aryel Najar Rodríguez,RSC Anderlecht,72,"RB, RM, CB"
Bruno Martins Indi,Stoke City,72,"CB, LB"
Magomed Ozdoev,Russia,72,"CM, CDM"
Muhamed Bešić,Sheffield United,72,"CM, CDM"
Frederik Hillesborg Sørensen,BSC Young Boys,72,"CB, RB"
Hannes Van Der Bruggen,KV Kortrijk,72,"CDM, CM"
Mats  Møller Dæhli,FC St. Pauli,72,"LM, RM, CAM"
Jean-Christophe Bahebeck,FC Utrecht,72,"ST, LW"
Britt Assombalonga,Middlesbrough,72,ST
Ismaël Tiémoko Diomandé,Çaykur Rizespor,72,"CDM, CB"
Frédéric Veseli,Empoli,72,"CB, RB, LB"
Tetchi Jores Charlemagne Ulrich Okore,Aalborg BK,72,CB
George Saville,Middlesbrough,72,"CM, LWB"
Michael Frey,Fenerbahçe SK,72,ST
Sam Byram,Norwich City,72,RB
Opa N'Guette,FC Metz,72,"LW, LM"
Mark Flekken,SC Freiburg,72,GK
Enzo Pablo Roco Roco,Beşiktaş JK,72,CB
Wil Trapp,Columbus Crew SC,72,CDM
Samuel Piette,Montreal Impact,72,CDM
Alexander Fransson,IFK Norrköping,72,"CM, CDM"
Guillermo León Celis Montiel,Club Atlético Colón,72,"CDM, CM"
Juan Pablo Nieto Salazar,Deportes Tolima,72,"CM, CAM"
Jeremy Toljan,Sassuolo,72,"RB, LB"
Guillermo Ortíz,Club Atlético Colón,72,CB
Lorenzo Faravelli,Club Atlético Huracán,72,"CM, CDM"
Víctor Hugo García Hernández,Vitória Guimarães,72,RB
久保 裕也,KAA Gent,72,"CAM, ST"
Norbert Gyömbér,Perugia,72,CB
César Falletti,Bologna,72,"CAM, RW, CF"
Alexander Alegría Moreno,RCD Mallorca,72,ST
Federico Ricci,Spezia,72,"RW, LW"
Leonardo B. Lohner Maia,Wolverhampton Wanderers,72,ST
Gerónimo Gastón Poblete,San Lorenzo de Almagro,72,"CDM, CM"
Jaïro Riedewald,Crystal Palace,72,"CB, CDM"
Erik Thommy,Fortuna Düsseldorf,72,"LM, CAM, RM"
Stefano Moreo,Empoli,72,"ST, RW"
Famara Diedhiou,Bristol City,72,ST
Moussa Doumbia,Stade de Reims,72,"LM, CAM"
Aleksandr Tashaev,Spartak Moscow,72,"LM, LW, RM"
Mimoun Mahi,FC Zürich,72,"ST, LM"
Daniel Álvarez López,Club Necaxa,72,"RM, LM, RW"
Cristian Guanca,Al Shabab,72,"ST, CAM"
Yohan Boli,Sint-Truidense VV,72,ST
Amro Tarek Abdel Aziz,New York Red Bulls,72,"CB, LB"
Adriàn Dalmau Vaquer,FC Utrecht,72,ST
Amr Warda,Egypt,72,"RM, LM, CAM"
Joseph Attamah,Medipol Başakşehir FK,72,"CB, CDM"
Lucas Höler,SC Freiburg,72,"ST, RM"
Aleksandar Sedlar,RCD Mallorca,72,CB
Lazar Rosić,Moreirense FC,72,CB
Jonathan Diego Menéndez,Club Atlético Talleres,72,"LM, RM, LW"
Pedro Filipe Barbosa Moreira,FC Paços de Ferreira,72,"CAM, CM, RW"
Giorgi Kvilitaia,KAA Gent,72,ST
Nicolas Moumi Ngamaleu,BSC Young Boys,72,"LM, ST, RM"
Latif Blessing,Los Angeles FC,72,"CAM, RW, CM"
Amir Abedzadeh,Clube Sport Marítimo,72,GK
Alexandre Garcia Guedes,Vitória Guimarães,72,ST
Christopher Antwi-Adjej,SC Paderborn 07,72,"LM, CAM, RM"
Christoph Zimmermann,Norwich City,72,CB
Yoel Bárcenas,Real Oviedo,72,"RM, LM"
Jawad El Yamiq,Genoa,72,CB
Artem Shabanov,Dynamo Kyiv,72,"CB, LB, CDM"
Marko Jevtović,Atiker Konyaspor,72,CDM
Abdulla Yusuf Helal,SK Slavia Praha,72,"ST, CF"
Kyle Bartley,West Bromwich Albion,72,CB
Ezequiel Muñoz,Club Atlético Lanús,72,CB
Alfredo Saldívar Medina,U.N.A.M.,72,GK
Vincent Julien Sasso,Servette FC,72,CB
Markus Henriksen,Hull City,72,"CDM, CM"
Wes Foderingham,Rangers FC,72,GK
Vid Belec,Slovenia,72,GK
Michael Hector,Chelsea,72,CB
Gustavo Lucas Domingues Piazon,Chelsea,72,"RW, LW, LM"
Massimo Bruno,Sporting de Charleroi,72,"RM, LM, CAM"
Abdoulaye Ba,Rayo Vallecano,72,CB
Oscar Lewicki,Malmö FF,72,"CB, CDM, CM"
Jean-Daniel Akpa Akpro,US Salernitana 1919,72,CM
Darko Jevtić,Lech Poznań,72,CAM
Jimmy Giraudon,ESTAC Troyes,72,"CB, CM, CDM"
Julián Velázquez,Club Tijuana,72,CB
Ken Sema,Watford,72,"LM, RM"
Ager Aketxe Barrutia,Deportivo de La Coruña,72,"CAM, CM, RM"
Emanuel Brítez,Rosario Central,72,"CB, RB"
Dankler Luís de Jesus Pedreira,Vissel Kobe,72,CB
Mark Diemers,Fortuna Sittard,72,"CAM, CM"
Javier Güemez López,Querétaro,72,"CDM, CM"
Mame Baba Thiam,Kasimpaşa SK,72,"ST, RM"
Mohammed Al Buraik,Al Hilal,72,RB
Javier Correa,Club Atlas,72,ST
Andreas Bouchalakis,Olympiacos CFP,72,"CM, CDM"
Sergio Herrera Pirón,CA Osasuna,72,GK
