Name,club,overall,player_positions
Rafael Cabral Barbosa,Napoli,74,GK
Jano Ananidze,Spartak Moscow,74,"CAM, LM, RW"
Diego Armando Valentin Contento,FC Girondins de Bordeaux,74,LB
Tino-Sven Sušić,KRC Genk,74,"CAM, RM"
Ricardo van Rhijn,Club Brugge KV,74,RB
Luis Pedro Cavanda,Galatasaray SK,74,RB
Moritz Leitner,Lazio,74,"CM, CAM, RM"
Jerry Mbakogu,Krylya Sovetov Samara,74,ST
Lionel Carole,Galatasaray SK,74,"LB, CB"
Nicolas Benezet,En Avant de Guingamp,74,"LM, RM"
João Jimmy Plata Cotera,Real Salt Lake,74,"LW, ST"
Mauro Silva Sousa,SC Braga,74,CDM
Alhassane Bangoura,Rayo Vallecano,74,"RM, LM"
Aron Jóhannsson,SV Werder Bremen,74,ST
Alejandro Pozuelo Melero,KRC Genk,74,"CM, CAM, CDM"
Darío Lezcano,FC Ingolstadt 04,74,ST
Molla Wagué,Udinese,74,CB
Gerson Fernandes,Os Belenenses,74,"LM, RM"
Nikos Karelis,KRC Genk,74,"ST, LM"
Rubén Peña Jiménez,SD Eibar,74,"RW, ST, RM, RB"
Florian Niederlechner,SC Freiburg,74,ST
Gyasi Zardes,LA Galaxy,74,"ST, RM, LM"
Emanuel Insúa,Racing Club,74,LB
Anderson Correia de Barros,Boavista FC,74,"LB, LM"
Erick Sebastião Laforte Medeiros,Santos,74,LB
Jesus Fabrício Andrade Simões,Figueirense,74,RB
Pascoal Simão Muscato Vieira,Sport Club do Recife,74,"CDM, CM"
Ailton Sérgio Guevara Muscato,Sport Club do Recife,74,"CAM, CF, ST"
Matheus Jadson Vidigal Morais,São Paulo,74,ST
Fernando Martín Forestieri,Sheffield Wednesday,74,"CF, LM, CAM"
Rui Pedro da Rocha Fonte,SC Braga,74,ST
Martin Kelly,Crystal Palace,74,"RB, LB"
Harry Arter,Bournemouth,74,"CM, CAM"
Jordan Rhodes,Middlesbrough,74,ST
Abdelhamid El Kaoutari,Sporting Club de Bastia,74,CB
Matt Phillips,West Bromwich Albion,74,"RM, ST"
Jonathan Kodjia,Aston Villa,74,ST
Dennis Diekmeier,Hamburger SV,74,RB
Diego Farías da Silva,Cagliari,74,"CAM, ST, RW, LW"
Ben Mee,Burnley,74,"CB, LB"
Grégory Sertic,FC Girondins de Bordeaux,74,CB
Aleksandar Ignjovski,SC Freiburg,74,"RB, CDM, LB, LM"
Hanno Behrens,1. FC Nürnberg,74,"CDM, CM"
Ismael López Blanco,Real Sporting de Gijón,74,"LB, LM"
Lasse Sobiech,FC St. Pauli,74,CB
Luca Marrone,SV Zulte-Waregem,74,"CM, CDM"
Raúl García Carnero,Deportivo Alavés,74,LB
Vincent Pajot,AS Saint-Étienne,74,"CM, CDM"
Sergey Petrov,FC Krasnodar,74,"LB, RB, CDM, CM"
Nicolás Blandi,San Lorenzo de Almagro,74,ST
Diogo Carlos Correia Amado,Estoril Praia,74,"CM, CDM"
Oliver Sorg,Hannover 96,74,"RB, LB"
Timothy Chandler,Eintracht Frankfurt,74,RB
Antonio García Aranda,Levante UD,74,"LB, LWB"
酒井 髙徳,Hamburger SV,74,"RB, LB"
Lucas Silva Borges,Real Madrid,74,"CDM, CM"
Georgi Milanov,PFC CSKA Moscow,74,"CAM, RM, LM"
Gianluca Lapadula,Milan,74,ST
Hernâni Jorge Santos Fortes,Vitória Guimarães,74,RW
Matías Zaldivia,Colo-Colo,74,"CB, CDM, CM"
Ignacio Fernández,River Plate,74,"CM, LM"
Federico Carrizo,Boca Juniors,74,"LW, LM"
Thulani Hlatshwayo,South Africa,74,"CB, RB"
Javier Eraso Goñi,Athletic Club de Bilbao,74,"CAM, CDM"
Pedro Gallese,Tiburones Rojos de Veracruz,74,GK
Adolfo Heitor Padilha Alves,Internacional,74,"LB, LWB, LM"
Paolito Jesus Serra Fonseca,Chapecoense,74,CB
Hélton Luiz Celanova Vieira,Palmeiras,74,ST
Andrey Sinitsyn,FC Krasnodar,74,GK
Vadis Odjidja-Ofoe,Legia Warszawa,74,"CM, CDM"
Abdou Razack Traoré,Kardemir Karabükspor,74,"CAM, RM, LM"
Tomáš  Necid,Bursaspor,74,ST
Daniel Schwaab,PSV,74,"CB, RB"
Vurnon Anita,Newcastle United,74,"CDM, CM, RB"
Ömer Hasan Şişmanoğlu,Beşiktaş JK,74,"ST, CAM, RM"
Miroslav Stoch,Fenerbahçe SK,74,"LM, RM"
Konstantin Rausch,1. FC Köln,74,"LM, LB"
Maciej Rybus,Olympique Lyonnais,74,"LB, LM"
Bruno Ferreira Bonfim,Shakhtar Donetsk,74,CAM
Rudy Gestede,Aston Villa,74,ST
Stijn Wuytens,AZ Alkmaar,74,"CM, CB"
Alexander Esswein,Hertha BSC,74,"RM, LM"
Cristopher Benjamín Toselli Ríos,Universidad Católica,74,GK
Marko Vejinović,Feyenoord,74,"CM, CDM"
İsmail Köybaşı,Fenerbahçe SK,74,LB
José Ángel Valdés Díaz,Villarreal CF,74,LB
Kévin Théophile-Catherine,AS Saint-Étienne,74,"RB, CB"
Fidel Francisco Martínez Tenorio,U.N.A.M.,74,"LM, ST"
Lucas Alfonso Orbán Alegre,Genoa,74,"LB, CB"
Edgar Prib,Hannover 96,74,"LM, CM, LB, CAM"
Nick Viergever,Ajax,74,"CB, LB"
Dorian Lévêque,En Avant de Guingamp,74,LB
Christoph Moritz,1. FC Kaiserslautern,74,"CM, RM, CDM"
Ibrahima Baldé,Stade de Reims,74,ST
Celso Fabián Ortiz Gamarra,Monterrey,74,CDM
Raúl Rodríguez Navas,Real Sociedad,74,CB
Georgios Tzavellas,PAOK,74,"CB, LB"
Manuel Riemann,VfL Bochum 1848,74,GK
David Omar Rodríguez Barrera,Córdoba CF,74,CB
Miloš Kosanović,Standard de Liège,74,CB
Aras Özbiliz,Beşiktaş JK,74,"RM, LM"
Darlington Nagbe,Portland Timbers,74,"RM, CM, CAM, LM"
Matthias Ostrzolek,Hamburger SV,74,LB
Florin Gardoş,Southampton,74,CB
Paweł Olkowski,1. FC Köln,74,"RB, RM"
Stefan Mitrović,KAA Gent,74,CB
Leiton Jiménez,Club Atlas,74,CB
Jonathan David Gómez,Independiente Santa Fe,74,CAM
Andrey Semenov,Terek Grozny,74,"CB, RB"
Darko Lazović,Genoa,74,"RW, LW"
Rubén Botta,Pachuca,74,RW
Damir Kreilach,1. FC Union Berlin,74,"CM, CAM, CDM"
Enrique Luis Triverio,Deportivo Toluca,74,ST
Emre Güral,Antalyaspor,74,ST
Adriano Leandro Soares Taffarel,Santa Cruz,74,GK
Scott Parker,Fulham,74,"CDM, CM"
Timmy Simons,Club Brugge KV,74,"CDM, CM, CB"
Custódio Miguel Dias de Castro,Akhisar Belediyespor,74,"CDM, CM"
Andreas Johansson,IFK Norrköping,74,CB
Gerhard Tremmel,Swansea City,74,GK
Michaël Essien,Panathinaikos FC,74,"CDM, CM"
Markus Rosenberg,Malmö FF,74,ST
Shaun Maloney,Hull City,74,"CAM, LM"
Olivier Deschacht,RSC Anderlecht,74,"CB, LB"
Cristian Zaccardo,Vicenza,74,"CB, RB"
Nicolas Seube,Stade Malherbe Caen,74,"CDM, CM"
Tim Cahill,Melbourne City FC,74,"ST, CM"
Heiko Westermann,Ajax,74,CB
Rolando Bianchi,Perugia,74,ST
Robert Green,Leeds United,74,GK
Markus Feulner,FC Augsburg,74,"CM, RB, CDM"
Yohann Pelé,Olympique de Marseille,74,GK
Tom Starke,FC Bayern München,74,GK
Sergio Pelegrín López,Elche CF,74,CB
Rubén Gracia Calmache,Real Zaragoza,74,"LM, RM, CAM, CM"
Asier Riesgo Unamuno,SD Eibar,74,GK
Steeve Elana,GFC Ajaccio,74,GK
Sascha Riether,FC Schalke 04,74,"RB, CB"
Franck Béria,LOSC Lille,74,"LB, RB"
Renaud Cohade,FC Metz,74,CM
Thibault Giresse,En Avant de Guingamp,74,LM
Charles-Hubert Itandje,Gaziantepspor,74,GK
Christian Schulz,SK Sturm Graz,74,CB
Artur Guilherme Moraes Gusmão,Osmanlıspor,74,GK
Killian Overmeire,Sporting Lokeren,74,"CDM, CM"
Szabolcs Huszti,Eintracht Frankfurt,74,"LM, RM, CM"
Stijn Schaars,SC Heerenveen,74,"CDM, CM"
Massimo Gobbi,Chievo Verona,74,"LB, LM"
Goran Pandev,Genoa,74,"ST, CAM"
Domenico Maietta,Bologna,74,CB
Blerim Džemaili,Bologna,74,"CM, CDM"
Luca Rigoni,Genoa,74,"CM, CDM"
Paulo César Da Silva Barrios,Deportivo Toluca,74,CB
Darío Anastacio Verón Maldonado,U.N.A.M.,74,CB
Daniel Alberto Díaz,Getafe CF,74,CB
Leandro Desábato,Estudiantes de La Plata,74,CB
Jonathan Pablo Bottinelli,Arsenal de Sarandí,74,CB
Luciano Darío Pocrnjic,Newell's Old Boys,74,GK
Răzvan Dincă Raț,Rayo Vallecano,74,"LB, LM"
Bekir İrtegün,Medipol Başakşehir FK,74,"CB, RB"
Serkan Kırıntılı,Atiker Konyaspor,74,GK
Ikechukwu Uche,Gimnàstic de Tarragona,74,ST
Marat Izmaylov,FC Krasnodar,74,"RW, LW, CAM"
Sergio Pellissier,Chievo Verona,74,ST
Jérémy Perbet,KAA Gent,74,ST
Chad Marshall,Seattle Sounders FC,74,CB
José Gustavo Sand,Club Atlético Lanús,74,ST
Édgar Osvaldo Barreto Cáceres,Sampdoria,74,"CM, CDM"
Alejandro Damián Faurlin,Getafe CF,74,"CDM, CM"
Jon Ansotegi Gorostola,RCD Mallorca,74,CB
Moisés Alberto Muñoz Rodríguez,Club América,74,GK
Guillaume Hoarau,BSC Young Boys,74,ST
Yoan Gouffran,Newcastle United,74,"LM, RM"
Christophe Berra,Ipswich Town,74,CB
José Verdú Nicolás,Real Oviedo,74,ST
Ricardo Jorge Ferreira Pinto da Silva,FC Paços de Ferreira,74,CB
Uwe Hünemeier,Brighton & Hove Albion,74,CB
Besart Berisha,Melbourne Victory,74,ST
José Eduardo Rosa Vale e Castro,Rayo Vallecano,74,CB
郜林,China PR,74,"LW, RW, ST"
Cristian Campestrini,Puebla FC,74,GK
Matías Agustín Silvestre,Sampdoria,74,CB
Steven  Taylor,Portland Timbers,74,CB
Jacques-Alaixys Romao,Olympiacos CFP,74,"CDM, CB"
Luiz Guilherme da Conceição Silva,FC Tokyo,74,"ST, LM"
Damien Delaney,Crystal Palace,74,CB
Andrés Eduardo Pérez Gutiérrez,Deportivo Cali,74,CDM
Timofey Kalachev,FC Rostov,74,"RM, CAM, RWB"
Artur Filipe  Bernardes Moreira,FC Arouca,74,"CAM, RW, CM"
Ilya Abaev,Lokomotiv Moscow,74,GK
Russell Martin,Norwich City,74,"CB, RB"
Richard Keogh,Derby County,74,CB
Vassiriki Abou Diaby,Olympique de Marseille,74,"CDM, CM"
Matt Jarvis,Norwich City,74,"LM, RM"
John Ruddy,Norwich City,74,GK
Christophe Mandanne,AS Nancy Lorraine,74,"ST, CF"
Chinedu Obasi Ogbuke,AIK,74,"ST, RM"
Steven Fletcher,Sheffield Wednesday,74,ST
Cameron Jerome,Norwich City,74,ST
Didier Digard,CA Osasuna,74,"CDM, CB"
Jorge Alberto Ortiz,Independiente,74,"CM, CDM"
José Leonardo Ulloa,Leicester City,74,ST
곽태휘 郭泰辉,FC Seoul,74,CB
Marc Wilson,Bournemouth,74,"CB, LB, CDM"
Michal Kadlec,Czech Republic,74,"CB, LB, CDM"
Miroslav Radović,Legia Warszawa,74,"CAM, ST"
Jesús José David Méndez,Deportivo Toluca,74,"CM, CDM"
Jérémy Sorbon,En Avant de Guingamp,74,CB
Marcelo José Oliveira,Moreirense FC,74,CB
Taisir Jabir Al Jassim,Al Ahli,74,"CDM, CM"
Julián Omar Ramos Suárez,CD Leganés,74,"RM, LM, RW"
Andrea Masiello,Atalanta,74,"CB, RB"
Serge Gakpé,Genoa,74,"RM, ST"
Sergio Floccari,Bologna,74,ST
Victor Chinedu Anichebe,Sunderland,74,ST
Danny Simpson,Leicester City,74,RB
Darren Randolph,West Ham United,74,GK
Felix Bastians,VfL Bochum 1848,74,"CB, LB"
José Enrique de la Sánchez Diaz,Real Zaragoza,74,LB
Graham Dorrans,Norwich City,74,"CM, CDM"
Peterson dos Santos Peçanha,CD Feirense,74,GK
Hugo Ayala Castro,Tigres U.A.N.L.,74,CB
Manuel Alejandro García Sánchez,Deportivo Alavés,74,"CDM, CM, LB"
Mike Lindemann Jensen,Rosenborg BK,74,CM
Sébastien Aymar Bassong Nguena,Norwich City,74,CB
Marc Torrejón Moya,SC Freiburg,74,"CB, RB"
Sebastián Eduardo Leto,Panathinaikos FC,74,"CAM, ST, CF"
Miguel Ángel De las Cuevas Barberá,CA Osasuna,74,"CAM, RM, CM"
Veli Kavlak,Beşiktaş JK,74,"CDM, CM"
Sacha Klještan,New York Red Bulls,74,"CAM, CM"
Dax McCarty,New York Red Bulls,74,"CDM, CM"
Yura Movsisyan,Real Salt Lake,74,ST
권순태 权纯泰,Jeonbuk Hyundai Motors,74,GK
Duško Tošić,Beşiktaş JK,74,"CB, LB"
Ola Toivonen,Toulouse Football Club,74,"CAM, CM"
Manuel Rolando Iturra Urrutia,Club Necaxa,74,"CDM, CM"
Tobias Werner,VfB Stuttgart,74,LM
Ruben Yttergård Jenssen,FC Groningen,74,"CM, CDM"
Lasse Nielsen,KAA Gent,74,CB
Tobias Sippel,Borussia Mönchengladbach,74,GK
Eduardo Alves da Silva,Shakhtar Donetsk,74,"ST, CAM"
Abel Enrique Aguilar Tapia,Deportivo Cali,74,CDM
Lucas Deaux,En Avant de Guingamp,74,"CDM, CB, CM"
Aykut Demir,Osmanlıspor,74,CB
Ryan  Donk,Real Betis,74,"CDM, CB"
Lee Nguyen,New England Revolution,74,CAM
Federico Peluso,Sassuolo,74,"LB, CB"
Rafael Wihby Bracalli,FC Arouca,74,GK
Uğur Demirok,Trabzonspor,74,CB
Jorge Ciro Fucile Perdomo,Uruguay,74,"RB, LB"
Xavier Torres Buigues,Real Sporting de Gijón,74,CDM
Szymon Pawłowski,Lech Poznań,74,LM
Tommy Elphick,Aston Villa,74,CB
中村 宪剛,Kawasaki Frontale,74,"CM, CAM"
Adílson Warken,Terek Grozny,74,CDM
Romain Genevois,Stade Malherbe Caen,74,"CB, RB"
Alexandru Epureanu,Medipol Başakşehir FK,74,CB
Robbie Kruse,Bayer 04 Leverkusen,74,"RM, CF"
Rúben Tiago Rodrigues Ribeiro,Rio Ave FC,74,"CAM, CM"
Ricardo Jorge Novo Nunes,GD Chaves,74,GK
Álvaro González,Lazio,74,"CM, CDM, RM"
Claudio Beauvue,RC Celta,74,"ST, RW"
Milan Škoda,Czech Republic,74,"ST, CF"
Erwin Mulder,SC Heerenveen,74,GK
Yohan Mollo,Krylya Sovetov Samara,74,"LW, LM, ST"
Ricky van Wolfswinkel,Vitesse,74,ST
Nicolás Gabriel Sánchez,Racing Club,74,CB
Vincent Bessat,Stade Malherbe Caen,74,"LM, LB"
Ádám Szalai,TSG 1899 Hoffenheim,74,ST
Ismaël Traoré,Angers SCO,74,CB
Vegard Forren,Molde FK,74,CB
Elías Hernán Hernández Jacuinde,Club León,74,RM
Matías Gustavo Alustiza,Puebla FC,74,ST
Yannick Boli,FC Anzhi Makhachkala,74,ST
Ouwo Moussa Maâzou,AC Ajaccio,74,ST
Douglas Renato de Jesus,Vitória Guimarães,74,GK
Cristian Oscar Maidana,Houston Dynamo,74,CAM
Ricardo Alexis Laborde León,FC Krasnodar,74,"RW, LW, CAM"
Emir Kujović,KAA Gent,74,ST
Douglas Franco Teixeira,Sporting CP,74,CB
Fabrizio Cacciatore,Chievo Verona,74,"RB, LB"
Marvin Martin,Dijon FCO,74,"CAM, CM"
Carlos Andrés Villanueva Roland,Al Ittihad,74,"CAM, CF, LW, LM"
Marco Sau,Cagliari,74,"ST, CF"
Delvin N’Dinga,Lokomotiv Moscow,74,"CDM, CM"
George Lebese,Kaizer Chiefs,74,"LM, LW"
Libor Kozák,Aston Villa,74,ST
Laureano Sanabria Ruiz,Deportivo de La Coruña,74,"RB, LB"
Alejandro Bergantiños García,Deportivo de La Coruña,74,"CDM, CB"
Tunay Torun,Kasimpaşa SK,74,"RM, LM"
Gabriele Angella,Udinese,74,CB
Sílvio Manuel Azevedo Ferreira Sá Pereira,Wolverhampton Wanderers,74,"RB, LB"
Robbin Ruiter,FC Utrecht,74,GK
Daniel Castellano Betancor,UD Las Palmas,74,LB
Oier Sanjurjo Maté,CA Osasuna,74,"RWB, CM, LWB"
Antonio Ríos Martínez,Deportivo Toluca,74,"CDM, CM"
Yasin Öztekin,Galatasaray SK,74,"LM, RM"
Matt Besler,Sporting Kansas City,74,CB
Javier Márquez Moreno,Granada CF,74,"CM, CDM, CAM"
Vladislav Ignatiev,Lokomotiv Moscow,74,"LM, RM, RW"
Fabián Andrés Rinaudo,Gimnasia y Esgrima La Plata,74,"CDM, CM"
Guido Burgstaller,1. FC Nürnberg,74,"ST, LM"
Rômulo  Souza Orestes Caldeira,Hellas Verona,74,"CM, RB"
槙野 智章,Urawa Red Diamonds,74,"CB, RB, LB, CDM"
Rami Gershon,KAA Gent,74,CB
Tiago Miguel Baía Pinto,Osmanlıspor,74,LB
José Pedro Fuenzalida,Universidad Católica,74,"RW, RB"
Brou Benjamin Angoua,En Avant de Guingamp,74,CB
Jens Toornstra,Feyenoord,74,"RW, CAM"
Franco Daniel Jara,Pachuca,74,ST
Sebastián Dubarbier,UD Almería,74,"LB, LWB"
James McClean,West Bromwich Albion,74,"LM, RM, LW"
Alexander Domínguez Carabalí,Monterrey,74,GK
Michael Antonio Arroyo Mina,Club América,74,LM
Jonathan Delaplace,Stade Malherbe Caen,74,CM
Raphael Martinho Alves de Lima,Bari,74,"LM, CM"
Harun Tekin,Bursaspor,74,GK
Mustafa Yumlu,Trabzonspor,74,CB
Guillermo Burdisso,Club León,74,CB
Vladislav Stoyanov,Bulgaria,74,GK
Benjamin Corgnet,AS Saint-Étienne,74,"CAM, CM"
Ivan Strinić,Napoli,74,LB
Jon Errasti Zabaleta,Spezia,74,"CDM, CM"
Ignacio Cases Mora,Real Sporting de Gijón,74,"CDM, CM"
Fernando Uribe Hincapié,Deportivo Toluca,74,ST
Juan Ignacio Gómez Taleb,Hellas Verona,74,"RW, LW, CF"
Francisco Andrés Silva Gajardo,Cruz Azul,74,"CM, CDM"
Alban Meha,Atiker Konyaspor,74,"LM, RM"
Luís Leal dos Anjos,Al Fateh,74,"ST, RM"
Luciano Aued,Racing Club,74,"CM, CDM"
Héctor Canteros,Vélez Sarsfield,74,"CDM, CM"
Thabo Matlaba,Orlando Pirates,74,LB
Dragoş Grigore,Romania,74,"CB, CDM"
Eric Cosmin Bicfalvi,FC Tom Tomsk,74,"CAM, CF, CM"
Eugenio Mena,Chile,74,LB
Jefferson Cuero Castro,Monarcas Morelia,74,LM
Germán Voboril,Newell's Old Boys,74,LB
Fernando Manríquez,CD Universidad de Concepción,74,"CM, CAM"
Guillermo Sara,Boca Juniors,74,GK
Martín Cauteruccio,San Lorenzo de Almagro,74,ST
Jonathan Schunke,Estudiantes de La Plata,74,CB
Marcelo Augusto Ferreira Teixeira,SC Braga,74,"LB, RB"
田中 順也,Kashiwa Reysol,74,"ST, RM, LM"
Diego Fortunato dos Santos Queiroz,Moreirense FC,74,CB
Jaílton Alves Miranda,FC Arouca,74,"LM, RM"
Enaldo Diogo Barbosa Prazeres,Chapecoense,74,"LB, LWB"
Jailson Michel Caeiro Meireles,Coritiba,74,"RB, RM"
Kel Bruno Pereira Negrão,América FC (Minas Gerais),74,CB
Hugo Goiteira Regalo,Atlético Mineiro,74,CB
Kaíqundo Calado Dimas,Botafogo,74,"CB, CDM"
Robson Tony Denho Serra,Atlético Mineiro,74,"CDM, CM"
Claudiano G. Sobrino Guevara,Atlético Paranaense,74,"CDM, CM"
Emilio Alex Piodão Esser,Fluminense,74,"CDM, CM"
Edvaldo Flávio Rebelo de Freit,Internacional,74,"CDM, CM, CAM"
Sebastião Erick Couteira Baía,Atlético Paranaense,74,"CAM, RM"
Kauã Ricardo Abranches Simões,Fluminense,74,"CAM, RM, RB"
Nicolás Júlio Formido Paiva,Figueirense,74,"CAM, LM, CM"
Enaldo Charles Toxeto Reis,Fluminense,74,CB
Duirval Hélton Diniz Cabral,Ponte Preta,74,"CB, RB"
Fabrio Sandro Farinha Donatelo,Internacional,74,"CAM, LM"
Rodrigo Éder Serpa Conceição,Santos,74,CDM
Fábio Kel Melo Feijó,Santos,74,"CAM, LM"
José Emerson Mirazar Coelho,São Paulo,74,"CAM, LM, LW"
Marlon Lourival Nideiro Cintra,Cruzeiro,74,CAM
Jacson João Zonta Filho,Chapecoense,74,"CAM, RM, LM"
Leonardo Miguel Garcia Caldeira,Fluminense,74,"CAM, LM"
Alvin Severino Sousa Diniz,Grêmio,74,"CAM, CM"
Caio Bruno Milaçar Kenedy,Santa Cruz,74,CAM
Andreas Hugo Hoelgebaum Pereira,Granada CF,73,"CAM, CM"
Francisco Geraldes,Moreirense FC,73,"CAM, CM"
Serge Gnabry,SV Werder Bremen,73,RM
Ryan Gauld,Vitória de Setúbal,73,"CAM, LM"
Robert Kenedy Nunes do Nascimento,Watford,73,"LM, ST, LB"
Jesús Vallejo Lázaro,Eintracht Frankfurt,73,CB
Rubén Blanco Veiga,RC Celta,73,GK
Adrián Andrés Cubas,Boca Juniors,73,CDM
Alexis Blin,Toulouse Football Club,73,CDM
Jérémie Boga,Granada CF,73,"CAM, ST, RW"
Presnel Kimpembe,Paris Saint-Germain,73,CB
Marcos Llorente Moreno,Deportivo Alavés,73,"CM, CAM, CDM"
João Miguel Macedo da Silva,Vitória Guimarães,73,GK
Issa Diop,Toulouse Football Club,73,CB
Jordan Pickford,Sunderland,73,GK
Yussuf Yurary Poulsen,RB Leipzig,73,"ST, RM"
Victor Andrade Santos,TSV 1860 München,73,"RW, ST"
Davie Selke,RB Leipzig,73,ST
Jean-Philippe Gbamin,1. FSV Mainz 05,73,"CDM, CB, RB, CM"
Matt Miazga,Vitesse,73,CB
José Mauri,Empoli,73,"CM, CDM"
Mario Pašalić,Milan,73,"CDM, CM"
André Filipe Carneiro Leal,FC Paços de Ferreira,73,"CAM, CM"
Adrián Marín Gómez,CD Leganés,73,LB
Cristian Omar Espinoza,Deportivo Alavés,73,"RM, ST"
César Jasib Montes Castro,Monterrey,73,CB
Guillermo León Celis Montiel,SL Benfica,73,CDM
Martín Benítez,Independiente,73,"LM, RM"
Lukas Spalvis,Sporting CP,73,ST
Juan Muñoz Muñoz,Real Zaragoza,73,ST
İrfan Kahveci,Gençlerbirliği SK,73,"CAM, LM"
Gonzalo Nicolás Martínez,River Plate,73,LM
Tomáš Koubek,Czech Republic,73,GK
Nicola Leali,Olympiacos CFP,73,GK
Jon Flanagan,Burnley,73,"RB, LB"
Alex  Pritchard,Norwich City,73,"CAM, CM, LM"
Yassine Benzia,LOSC Lille,73,"ST, CAM, RW"
Kepa Arrizabalaga,Athletic Club de Bilbao,73,GK
Dimitrios Pelkas,PAOK,73,"CAM, CM"
Louis Schaub,SK Rapid Wien,73,"RM, CAM, LM"
Marc-Oliver Kempf,SC Freiburg,73,CB
Aleksey Miranchuk,Lokomotiv Moscow,73,"CAM, LM, ST"
Guillermo Alfonso Maripán Loaysa,Universidad Católica,73,CB
Ebenezer Ofori,AIK,73,CM
Andrés Felipe Roa Estrada,Deportivo Cali,73,CAM
Ondrej Duda,Hertha BSC,73,CAM
David Soria Solís,Sevilla FC,73,GK
Iñigo Lekue Martínez,Athletic Club de Bilbao,73,"LB, RB, LM, RM"
Walter Rodrigo González Sosa,FC Arouca,73,ST
Jonathan Williams,Ipswich Town,73,"CAM, CM"
Gianluca Caprari,Pescara,73,"CF, ST, CAM"
Cristian Portugués Manzanera,Girona FC,73,"CAM, CM, CDM"
Iván López Mendoza,Levante UD,73,"RB, RWB"
Filipe Augusto Carvalho Souza,Rio Ave FC,73,"CDM, CM"
Alfonso González,Monterrey,73,"CAM, LM, CM"
Thomas Foket,KAA Gent,73,"RM, RB"
Sam Byram,West Ham United,73,"RB, RM"
Albert Rusnák,FC Groningen,73,"LW, CAM, RW"
Rubén García Santos,Levante UD,73,"LM, RM"
Alexander Martín Marquinho Callens Asín,CD Numancia,73,CB
Carlos Salcedo,Fiorentina,73,CB
Alexandr Selikhov,Amkar Perm,73,GK
Mykyta Shevchenko,Shakhtar Donetsk,73,GK
Joaquín Arzura,River Plate,73,CDM
Pau López Sabata,Tottenham Hotspur,73,GK
Bruno Miguel Boialvo Gaspar,Vitória Guimarães,73,RB
Hayrullah Mert Akyüz,Adanaspor,73,GK
Hernán Toledo,Fiorentina,73,LM
Jacopo Sala,Sampdoria,73,"CM, RB, RM"
Nico Schulz,Borussia Mönchengladbach,73,"LM, LB"
Cristiano Biraghi,Pescara,73,"LB, LM"
Lévy Koffi Djidji,FC Nantes,73,CB
Oscar Lewicki,Malmö FF,73,"CDM, CM"
Jordan Lukaku,Lazio,73,LB
Maxime Poundjé,FC Girondins de Bordeaux,73,LB
Matheus Dória Macedo,Olympique de Marseille,73,CB
Mathieu Michel,Angers SCO,73,GK
Darwin Machís,CD Leganés,73,"LW, LM, ST, RW"
Mohammed Khalil Al Owais,Al Shabab,73,GK
Jimmy Cabot,FC Lorient,73,"LM, RM, ST"
Jeremy Toljan,TSG 1899 Hoffenheim,73,"LB, LWB, LM"
Marcel Tisserand,FC Ingolstadt 04,73,"CB, RB"
José Manuel Rodríguez Benito,Levante UD,73,"CB, RB"
Joseba Zaldúa Bengoetxea,Real Sociedad,73,RB
Ali Adnan,Udinese,73,"LM, LB"
Jonathan Javier Rodríguez Portillo,Santos Laguna,73,ST
Orbelín Pineda Alvarado,Guadalajara,73,"CM, CAM, CDM"
Kenneth Saief,KAA Gent,73,LM
Carlos Castro García,Real Sporting de Gijón,73,"ST, CF"
Omer Atzili,Granada CF,73,"RW, RM, CAM"
Semih Kaya,Galatasaray SK,73,CB
Joel Obi,Torino,73,"CM, RM"
Grant Hanley,Newcastle United,73,CB
Alejandro Fernández Iglesias,Elche CF,73,"CM, CDM"
João Pedro Geraldino dos Santos Galvão,Cagliari,73,"CAM, CM"
Lewis Dunk,Brighton & Hove Albion,73,CB
Mike te Wierik,Heracles Almelo,73,"CB, RB"
Alhassan Wakaso,Rio Ave FC,73,"CDM, CM"
Mohammed Abu,Strømsgodset IF,73,"CDM, CM"
Álvaro Vázquez García,RCD Espanyol,73,ST
Dmitriy Poloz,FC Rostov,73,"ST, LM, CAM"
Simon Thern,SC Heerenveen,73,"CAM, CM"
Alexander Milošević,SV Darmstadt 98,73,CB
Oscar Hiljemark,Palermo,73,"CM, CDM"
Ismaël Tiémoko Diomandé,Stade Malherbe Caen,73,"CDM, CM"
Karim Rekik,Olympique de Marseille,73,CB
Matteo Bianchetti,Hellas Verona,73,CB
Jürgen Damm,Tigres U.A.N.L.,73,RM
Joshua Brenet,PSV,73,"LB, RB"
Marcel Halstenberg,RB Leipzig,73,LB
Frederico André Ferrão Venâncio,Vitória de Setúbal,73,CB
Brandon Mechele,Club Brugge KV,73,CB
Ricardo Sousa Esgaio,Sporting CP,73,"RB, LB"
Walker Zimmerman,FC Dallas,73,CB
António José Pinheiro Carvalho,Vitória Guimarães,73,"CAM, RM, LM"
Samir Caetano de Souza Santos,Udinese,73,CB
Jean Zimmer,VfB Stuttgart,73,"RB, RM, LM"
Igor Bubnjić,Brescia,73,CB
Casimir Ninga,Montpellier HSC,73,"ST, RW"
Darko Brasanac,Real Betis,73,"CM, CDM"
Thomas Rogne,IFK Göteborg,73,CB
Oliver Norwood,Brighton & Hove Albion,73,"CDM, CM"
Ezequiel Muñoz,Genoa,73,CB
